fiscal_year_historical,fiscal_quarter_historical,fiscal_month_historical,fiscal_week_historical,business_unit_group_name,company_region_name_level_1,product_line_code,product_line_name,sales_quantity,sales_amount,GDP_value,GDP_value.1,DATE_x,CSENT,Interest_rate
2015,1,2,6,Application Tooling Group,Americas,148,Powered Crimp Tools,79.0,69329.62,18332.079,17991.348,2015-02-01,95.4,0.75
2015,2,6,23,Application Tooling Group,Americas,389,Presses & Terminators,105.0,20117.88,17991.348,18193.707,2015-06-01,96.1,0.75
2016,3,8,33,Application Tooling Group,Americas,148,Powered Crimp Tools,126.0,18445.62,18611.617,18775.459,2016-08-01,89.8,1.0
2018,3,8,31,Application Tooling Group,Americas,51,Connector Seating Machines,2.0,1459.26,20470.197,20687.278,2018-08-01,96.2,2.5
2019,4,10,41,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,74.0,8782.49,21531.839,21706.532,2019-10-01,95.5,2.25
2019,1,3,10,Application Tooling Group,Americas,51,Connector Seating Machines,2.0,2950.78,21706.532,21013.085,2019-03-01,98.4,3.0
2022,4,12,51,Application Tooling Group,Americas,43,Pin Insertion Machines,9.0,443036.49,25723.941,26144.956,2022-12-01,59.7,
2022,2,5,20,Application Tooling Group,Americas,389,Presses & Terminators,117.0,126503.01,24740.48,25248.476,2022-05-01,58.4,
2020,4,12,52,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,40.0,27566.89,21362.428,21704.706,2020-12-01,80.7,0.25
2020,2,4,17,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,38.0,20705.15,21538.032,19636.731,2020-04-01,71.8,0.25
2022,4,10,40,Application Tooling Group,Americas,50,Insertion-Extraction Tools,16423.0,48300.5,25723.941,26144.956,2022-10-01,59.9,
2022,1,3,11,Application Tooling Group,Americas,150,Miscellaneous Tools,316.0,74287.67,26144.956,24740.48,2022-03-01,59.4,
2020,4,11,44,Application Tooling Group,Americas,148,Powered Crimp Tools,26.0,21244.92,21362.428,21704.706,2020-11-01,76.9,0.25
2017,2,5,22,Application Tooling Group,Americas,43,Pin Insertion Machines,13.0,5524.98,19148.194,19304.506,2017-05-01,97.1,1.5
2019,1,2,9,Application Tooling Group,Americas,148,Powered Crimp Tools,40.0,25368.93,21706.532,21013.085,2019-02-01,93.8,3.0
2016,1,1,1,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,53.0,5849.3,18968.041,18425.306,2016-01-01,92.0,1.0
2017,1,3,13,Application Tooling Group,Americas,42,Assembled Applicators,1210.0,181951.94,19894.75,19148.194,2017-03-01,96.9,1.5
2018,4,12,49,Application Tooling Group,Americas,42,Assembled Applicators,1593.0,234062.51,20687.278,20819.269,2018-12-01,98.3,3.0
2017,2,5,21,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,153.0,15855.26,19148.194,19304.506,2017-05-01,97.1,1.5
2019,2,6,26,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,97.0,67217.56,21013.085,21272.448,2019-06-01,98.2,3.0
2016,4,11,45,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,225.0,20280.8,18775.459,18968.041,2016-11-01,93.8,1.0
2016,4,10,41,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,97.0,13525.98,18775.459,18968.041,2016-10-01,87.2,1.0
2019,4,10,40,Application Tooling Group,Americas,48,Certified Hand Tools,134.0,138473.49,21531.839,21706.532,2019-10-01,95.5,2.25
2018,3,7,28,Application Tooling Group,Americas,48,Certified Hand Tools,433.0,168333.94,20470.197,20687.278,2018-07-01,97.9,2.5
2019,3,7,27,Application Tooling Group,Americas,43,Pin Insertion Machines,140.0,21737.15,21272.448,21531.839,2019-07-01,98.4,3.0
2017,3,7,27,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,214.0,25251.77,19304.506,19561.896,2017-07-01,93.4,1.75
2019,2,4,14,Application Tooling Group,Americas,389,Presses & Terminators,60.0,5141.05,21013.085,21272.448,2019-04-01,97.2,3.0
2022,3,7,27,Application Tooling Group,Americas,148,Powered Crimp Tools,58.0,60182.02,25248.476,25723.941,2022-07-01,51.5,
2020,3,8,32,Application Tooling Group,Americas,148,Powered Crimp Tools,10.0,26394.71,19636.731,21362.428,2020-08-01,74.1,0.25
2018,4,11,44,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,182.0,21484.94,20687.278,20819.269,2018-11-01,97.5,2.75
2017,4,10,40,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,18.0,6274.55,19561.896,19894.75,2017-10-01,100.7,1.75
2018,2,4,16,Application Tooling Group,Americas,148,Powered Crimp Tools,31.0,50105.66,20155.486,20470.197,2018-04-01,98.8,2.25
2015,2,4,14,Application Tooling Group,Americas,50,Insertion-Extraction Tools,7020.0,18142.22,17991.348,18193.707,2015-04-01,95.9,0.75
2021,2,4,15,Application Tooling Group,Americas,43,Pin Insertion Machines,13.0,-24973.3,22313.85,23046.934,2021-04-01,88.3,0.25
2021,2,4,14,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,53.0,7986.84,22313.85,23046.934,2021-04-01,88.3,0.25
2020,3,8,32,Application Tooling Group,Americas,48,Certified Hand Tools,263.0,133467.81,19636.731,21362.428,2020-08-01,74.1,0.25
2020,4,10,42,Application Tooling Group,Americas,150,Miscellaneous Tools,175.0,30106.97,21362.428,21704.706,2020-10-01,81.8,0.25
2020,1,1,1,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,5.0,5267.34,21704.706,21538.032,2020-01-01,99.8,2.25
2021,2,5,22,Application Tooling Group,Americas,148,Powered Crimp Tools,18.0,51065.16,22313.85,23046.934,2021-05-01,82.9,0.25
2022,3,9,36,Application Tooling Group,Americas,148,Powered Crimp Tools,85.0,88085.2,25248.476,25723.941,2022-09-01,58.6,
2020,2,5,20,Application Tooling Group,Americas,389,Presses & Terminators,214.0,317476.23,21538.032,19636.731,2020-05-01,72.3,0.25
2020,1,3,11,Application Tooling Group,Americas,43,Pin Insertion Machines,22.0,72570.38,21704.706,21538.032,2020-03-01,89.1,0.25
2020,3,7,29,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,141.0,60690.63,19636.731,21362.428,2020-07-01,72.5,0.25
2021,1,1,2,Application Tooling Group,Americas,150,Miscellaneous Tools,638.0,110454.35,24349.121,22313.85,2021-01-01,79.0,0.25
2021,1,1,4,Application Tooling Group,Americas,148,Powered Crimp Tools,22.0,46801.71,24349.121,22313.85,2021-01-01,79.0,0.25
2020,1,1,2,Application Tooling Group,Americas,48,Certified Hand Tools,269.0,139629.08,21704.706,21538.032,2020-01-01,99.8,2.25
2020,3,8,32,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,124.0,38257.94,19636.731,21362.428,2020-08-01,74.1,0.25
2015,1,3,11,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,59.0,1122.98,18332.079,17991.348,2015-03-01,93.0,0.75
2018,2,6,25,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,86.0,306391.72,20155.486,20470.197,2018-06-01,98.2,2.5
2019,1,1,2,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,529.0,51872.73,21706.532,21013.085,2019-01-01,91.2,3.0
2017,4,11,44,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,50.0,17284.36,19561.896,19894.75,2017-11-01,98.5,1.75
2017,1,1,3,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,19.0,27414.65,19894.75,19148.194,2017-01-01,98.5,1.25
2017,4,11,44,Application Tooling Group,Americas,150,Miscellaneous Tools,573.0,91046.42,19561.896,19894.75,2017-11-01,98.5,1.75
2018,2,6,25,Application Tooling Group,Americas,42,Assembled Applicators,2561.0,991005.2,20155.486,20470.197,2018-06-01,98.2,2.5
2019,4,12,51,Application Tooling Group,Americas,389,Presses & Terminators,78.0,213984.17,21531.839,21706.532,2019-12-01,99.3,2.25
2015,2,5,19,Application Tooling Group,Americas,51,Connector Seating Machines,7.0,3800.08,17991.348,18193.707,2015-05-01,90.7,0.75
2018,1,2,5,Application Tooling Group,Americas,148,Powered Crimp Tools,71.0,38842.46,20819.269,20155.486,2018-02-01,99.7,2.0
2018,2,5,20,Application Tooling Group,Americas,389,Presses & Terminators,119.0,321417.71,20155.486,20470.197,2018-05-01,98.0,2.25
2015,1,2,6,Application Tooling Group,Americas,50,Insertion-Extraction Tools,15376.0,56002.43,18332.079,17991.348,2015-02-01,95.4,0.75
2019,1,1,3,Application Tooling Group,Americas,389,Presses & Terminators,165.0,251208.29,21706.532,21013.085,2019-01-01,91.2,3.0
2019,3,8,31,Application Tooling Group,Americas,50,Insertion-Extraction Tools,18501.0,73194.41,21272.448,21531.839,2019-08-01,89.8,2.75
2017,4,10,42,Application Tooling Group,Americas,51,Connector Seating Machines,17.0,90048.54,19561.896,19894.75,2017-10-01,100.7,1.75
2015,2,4,15,Application Tooling Group,Americas,150,Miscellaneous Tools,579.0,64994.21,17991.348,18193.707,2015-04-01,95.9,0.75
2016,4,11,44,Application Tooling Group,Americas,43,Pin Insertion Machines,19.0,14971.16,18775.459,18968.041,2016-11-01,93.8,1.0
2018,1,2,6,Application Tooling Group,Americas,43,Pin Insertion Machines,29.0,15602.26,20819.269,20155.486,2018-02-01,99.7,2.0
2016,4,12,52,Application Tooling Group,Americas,43,Pin Insertion Machines,11.0,439130.05,18775.459,18968.041,2016-12-01,98.2,1.25
2015,1,3,11,Application Tooling Group,Americas,43,Pin Insertion Machines,15.0,13442.3,18332.079,17991.348,2015-03-01,93.0,0.75
2015,3,9,36,Application Tooling Group,Americas,43,Pin Insertion Machines,104.0,4415.53,18193.707,18306.96,2015-09-01,87.2,0.75
2017,4,10,40,Application Tooling Group,Americas,43,Pin Insertion Machines,15.0,14326.41,19561.896,19894.75,2017-10-01,100.7,1.75
2021,1,1,1,Application Tooling Group,Americas,51,Connector Seating Machines,2.0,2757.0,24349.121,22313.85,2021-01-01,79.0,0.25
2022,2,5,20,Application Tooling Group,Americas,148,Powered Crimp Tools,17.0,18120.89,24740.48,25248.476,2022-05-01,58.4,
2020,3,7,27,Application Tooling Group,Americas,150,Miscellaneous Tools,268.0,54676.77,19636.731,21362.428,2020-07-01,72.5,0.25
2015,1,3,11,Application Tooling Group,Americas,51,Connector Seating Machines,11.0,62023.82,18332.079,17991.348,2015-03-01,93.0,0.75
2019,4,10,43,Application Tooling Group,Americas,42,Assembled Applicators,2750.0,335775.06,21531.839,21706.532,2019-10-01,95.5,2.25
2015,2,5,20,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,59.0,20331.52,17991.348,18193.707,2015-05-01,90.7,0.75
2017,3,9,38,Application Tooling Group,Americas,150,Miscellaneous Tools,542.0,76939.28,19304.506,19561.896,2017-09-01,95.1,1.75
2015,3,8,33,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,52.0,35574.54,18193.707,18306.96,2015-08-01,91.9,0.75
2018,3,8,31,Application Tooling Group,Americas,389,Presses & Terminators,114.0,21948.12,20470.197,20687.278,2018-08-01,96.2,2.5
2016,4,12,49,Application Tooling Group,Americas,43,Pin Insertion Machines,8.0,6367.89,18775.459,18968.041,2016-12-01,98.2,1.25
2019,4,11,44,Application Tooling Group,Americas,48,Certified Hand Tools,370.0,182970.13,21531.839,21706.532,2019-11-01,96.8,2.25
2021,3,8,34,Application Tooling Group,Americas,51,Connector Seating Machines,2.0,66394.04,23046.934,23550.42,2021-08-01,70.3,0.25
2022,2,6,24,Application Tooling Group,Americas,389,Presses & Terminators,107.0,117077.66,24740.48,25248.476,2022-06-01,50.0,
2020,2,6,26,Application Tooling Group,Americas,50,Insertion-Extraction Tools,26232.0,80438.94,21538.032,19636.731,2020-06-01,78.1,0.25
2017,3,8,31,Application Tooling Group,Americas,43,Pin Insertion Machines,13.0,5525.62,19304.506,19561.896,2017-08-01,96.8,1.75
2021,4,12,51,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,6.0,40331.79,23550.42,24349.121,2021-12-01,70.6,
2022,4,11,46,Application Tooling Group,Americas,42,Assembled Applicators,1634.0,330037.4,25723.941,26144.956,2022-11-01,56.8,
2021,1,3,12,Application Tooling Group,Americas,42,Assembled Applicators,2061.0,898669.29,24349.121,22313.85,2021-03-01,84.9,0.25
2021,2,5,18,Application Tooling Group,Americas,42,Assembled Applicators,1877.0,255623.73,22313.85,23046.934,2021-05-01,82.9,0.25
2015,1,3,10,Application Tooling Group,Americas,43,Pin Insertion Machines,36.0,16168.1,18332.079,17991.348,2015-03-01,93.0,0.75
2016,2,4,14,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,62.0,24755.69,18425.306,18611.617,2016-04-01,89.0,1.0
2015,2,5,22,Application Tooling Group,Americas,389,Presses & Terminators,153.0,63999.69,17991.348,18193.707,2015-05-01,90.7,0.75
2015,1,2,6,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,132.0,45645.25,18332.079,17991.348,2015-02-01,95.4,0.75
2016,4,12,53,Application Tooling Group,Americas,389,Presses & Terminators,223.0,36098.4,18775.459,18968.041,2016-12-01,98.2,1.25
2016,4,12,52,Application Tooling Group,Americas,389,Presses & Terminators,163.0,79164.36,18775.459,18968.041,2016-12-01,98.2,1.25
2016,2,4,16,Application Tooling Group,Americas,48,Certified Hand Tools,261.0,112121.11,18425.306,18611.617,2016-04-01,89.0,1.0
2017,4,11,47,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,428.0,147436.83,19561.896,19894.75,2017-11-01,98.5,1.75
2020,3,9,37,Application Tooling Group,Americas,148,Powered Crimp Tools,42.0,23640.18,19636.731,21362.428,2020-09-01,80.4,0.25
2021,2,4,14,Application Tooling Group,Americas,148,Powered Crimp Tools,12.0,15283.93,22313.85,23046.934,2021-04-01,88.3,0.25
2022,2,4,14,Application Tooling Group,Americas,148,Powered Crimp Tools,20.0,28134.64,24740.48,25248.476,2022-04-01,65.2,
2016,2,6,24,Application Tooling Group,Americas,51,Connector Seating Machines,5.0,14536.91,18425.306,18611.617,2016-06-01,93.5,1.0
2016,2,6,23,Application Tooling Group,Americas,43,Pin Insertion Machines,15.0,7405.23,18425.306,18611.617,2016-06-01,93.5,1.0
2017,3,9,36,Application Tooling Group,Americas,43,Pin Insertion Machines,17.0,10266.44,19304.506,19561.896,2017-09-01,95.1,1.75
2020,3,7,27,Application Tooling Group,Americas,389,Presses & Terminators,189.0,45228.77,19636.731,21362.428,2020-07-01,72.5,0.25
2020,1,2,6,Application Tooling Group,Americas,48,Certified Hand Tools,306.0,114436.74,21704.706,21538.032,2020-02-01,101.0,2.25
2020,3,8,35,Application Tooling Group,Americas,51,Connector Seating Machines,11.0,8878.39,19636.731,21362.428,2020-08-01,74.1,0.25
2020,1,2,8,Application Tooling Group,Americas,43,Pin Insertion Machines,20.0,23189.89,21704.706,21538.032,2020-02-01,101.0,2.25
2022,2,4,16,Application Tooling Group,Americas,48,Certified Hand Tools,177.0,180253.98,24740.48,25248.476,2022-04-01,65.2,
2020,1,3,11,Application Tooling Group,Americas,51,Connector Seating Machines,10.0,64431.0,21704.706,21538.032,2020-03-01,89.1,0.25
2018,3,8,31,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,129.0,13691.57,20470.197,20687.278,2018-08-01,96.2,2.5
2019,3,9,38,Application Tooling Group,Americas,48,Certified Hand Tools,330.0,192727.5,21272.448,21531.839,2019-09-01,93.2,2.5
2019,4,11,47,Application Tooling Group,Americas,150,Miscellaneous Tools,444.0,89575.42,21531.839,21706.532,2019-11-01,96.8,2.25
2016,4,11,46,Application Tooling Group,Americas,389,Presses & Terminators,172.0,54862.83,18775.459,18968.041,2016-11-01,93.8,1.0
2017,3,9,36,Application Tooling Group,Americas,48,Certified Hand Tools,285.0,94421.2,19304.506,19561.896,2017-09-01,95.1,1.75
2016,4,12,53,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,122.0,30893.37,18775.459,18968.041,2016-12-01,98.2,1.25
2016,4,12,53,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,88.0,160865.1,18775.459,18968.041,2016-12-01,98.2,1.25
2017,1,3,13,Application Tooling Group,Americas,43,Pin Insertion Machines,8.0,8590.36,19894.75,19148.194,2017-03-01,96.9,1.5
2017,4,12,52,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,203.0,20202.74,19561.896,19894.75,2017-12-01,95.9,2.0
2017,2,5,19,Application Tooling Group,Americas,48,Certified Hand Tools,85.0,52843.44,19148.194,19304.506,2017-05-01,97.1,1.5
2018,4,11,45,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,27.0,6055.5,20687.278,20819.269,2018-11-01,97.5,2.75
2016,4,12,49,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,60.0,7892.0,18775.459,18968.041,2016-12-01,98.2,1.25
2021,3,7,27,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,130.0,15378.53,23046.934,23550.42,2021-07-01,81.2,0.25
2022,1,1,1,Application Tooling Group,Americas,150,Miscellaneous Tools,392.0,113140.53,26144.956,24740.48,2022-01-01,67.2,
2020,2,4,17,Application Tooling Group,Americas,48,Certified Hand Tools,320.0,194323.83,21538.032,19636.731,2020-04-01,71.8,0.25
2020,4,11,45,Application Tooling Group,Americas,148,Powered Crimp Tools,44.0,22907.05,21362.428,21704.706,2020-11-01,76.9,0.25
2022,1,2,5,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,13.0,3386.26,26144.956,24740.48,2022-02-01,62.8,
2020,4,10,40,Application Tooling Group,Americas,42,Assembled Applicators,992.0,157867.73,21362.428,21704.706,2020-10-01,81.8,0.25
2021,1,3,13,Application Tooling Group,Americas,150,Miscellaneous Tools,129.0,50671.7,24349.121,22313.85,2021-03-01,84.9,0.25
2021,4,11,47,Application Tooling Group,Americas,43,Pin Insertion Machines,15.0,20326.14,23550.42,24349.121,2021-11-01,67.4,
2021,1,3,10,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,45.0,14498.8,24349.121,22313.85,2021-03-01,84.9,0.25
2020,4,11,47,Application Tooling Group,Americas,50,Insertion-Extraction Tools,13871.0,58692.42,21362.428,21704.706,2020-11-01,76.9,0.25
2021,1,2,9,Application Tooling Group,Americas,150,Miscellaneous Tools,206.0,45648.48,24349.121,22313.85,2021-02-01,76.8,0.25
2021,3,8,31,Application Tooling Group,Americas,150,Miscellaneous Tools,307.0,60802.91,23046.934,23550.42,2021-08-01,70.3,0.25
2020,2,4,14,Application Tooling Group,Americas,48,Certified Hand Tools,115.0,84735.47,21538.032,19636.731,2020-04-01,71.8,0.25
2020,2,4,14,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,1.0,987.0,21538.032,19636.731,2020-04-01,71.8,0.25
2019,2,4,14,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,117.0,23966.54,21013.085,21272.448,2019-04-01,97.2,3.0
2015,1,2,5,Application Tooling Group,Americas,43,Pin Insertion Machines,18.0,14276.68,18332.079,17991.348,2015-02-01,95.4,0.75
2019,1,3,10,Application Tooling Group,Americas,43,Pin Insertion Machines,24.0,11199.76,21706.532,21013.085,2019-03-01,98.4,3.0
2019,1,2,8,Application Tooling Group,Americas,43,Pin Insertion Machines,10.0,13243.0,21706.532,21013.085,2019-02-01,93.8,3.0
2015,2,5,21,Application Tooling Group,Americas,43,Pin Insertion Machines,38.0,25880.46,17991.348,18193.707,2015-05-01,90.7,0.75
2019,4,11,48,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,71.0,14851.56,21531.839,21706.532,2019-11-01,96.8,2.25
2017,1,3,12,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,45.0,56181.77,19894.75,19148.194,2017-03-01,96.9,1.5
2018,3,7,27,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,222.0,43748.53,20470.197,20687.278,2018-07-01,97.9,2.5
2019,2,5,21,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,84.0,10657.36,21013.085,21272.448,2019-05-01,100.0,3.0
2017,1,1,4,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,31.0,49696.43,19894.75,19148.194,2017-01-01,98.5,1.25
