fiscal_year_historical,fiscal_quarter_historical,fiscal_month_historical,fiscal_week_historical,business_unit_group_name,company_region_name_level_1,product_line_code,product_line_name,sales_quantity,sales_amount,GDP_value
2022,3,9,39,"Aerospace, Defense & Marine",Americas,LT6,Dry Mate Connector,1667.0,1171006.76,25248.476
2022,3,7,27,"Aerospace, Defense & Marine",Americas,723,Harnesses / Kits,53.0,52987.67,25248.476
2021,1,1,4,"Aerospace, Defense & Marine",Americas,586,Controlled Electrical,13749.832,139381.86,24349.121
2021,3,8,35,"Aerospace, Defense & Marine",Americas,372,Aluminum Program,35428.0,115531.77,23046.934
2021,1,1,1,"Aerospace, Defense & Marine",Americas,723,Harnesses / Kits,1057.0,47115.85,24349.121
2021,3,8,33,"Aerospace, Defense & Marine",Americas,723,Harnesses / Kits,91.0,123376.37,23046.934
2021,3,7,30,"Aerospace, Defense & Marine",Americas,F38,Hartman AC Contactors,238.0,635798.44,23046.934
2021,2,4,17,"Aerospace, Defense & Marine",Americas,B54,Multigig Scalable Interconnect,16612.0,557675.59,22313.85
2021,3,8,32,"Aerospace, Defense & Marine",Americas,LT7,Wet Pluggable Components,736.0,60420.25,23046.934
2021,4,12,52,"Aerospace, Defense & Marine",Americas,JC3,Engine,3809.0,107842.54,23550.42
2022,1,3,12,"Aerospace, Defense & Marine",Americas,912,44 Cable,55602.835,44525.93,26144.956
2022,1,2,8,"Aerospace, Defense & Marine",Americas,A13,Devices Miscellaneous,4458.0,51068.16,26144.956
2022,4,10,43,"Aerospace, Defense & Marine",Americas,567,Blow Molded Parts,10987.0,108885.4,25723.941
2022,2,4,14,"Aerospace, Defense & Marine",Americas,F35,Solid State Relays & Electronics CII,173.0,22775.97,24740.48
2022,3,9,39,"Aerospace, Defense & Marine",Americas,G49,Mid Range Relays,7049.0,456153.73,25248.476
2020,2,5,22,"Aerospace, Defense & Marine",Americas,A47,Relays/Timers -- Agastat,260.0,67919.8,21538.032
2020,4,12,50,"Aerospace, Defense & Marine",Americas,915,55 Wire,653734.126,231594.64,21362.428
2020,2,4,14,"Aerospace, Defense & Marine",Americas,A15,MTC Crimp,12005.0,45146.73,21538.032
2020,1,1,3,"Aerospace, Defense & Marine",Americas,G49,Mid Range Relays,467.0,35964.86,21704.706
2020,1,3,12,"Aerospace, Defense & Marine",Americas,B54,Multigig Scalable Interconnect,11558.0,351600.12,21704.706
2020,1,3,10,"Aerospace, Defense & Marine",Americas,AC9,High Speed Board Level Product,1933.0,34949.44,21704.706
2020,1,1,2,"Aerospace, Defense & Marine",Americas,E25,RF Coax Connectors,4034.0,164948.5,21704.706
2020,4,11,44,"Aerospace, Defense & Marine",Americas,243,AMPLIMITE - Aerospace & Military,263466.0,224275.75,21362.428
2022,2,5,18,"Aerospace, Defense & Marine",Americas,B79,Microdot Micro-D & Rectangular Connectors,1427.0,150235.7,24740.48
2022,2,5,21,"Aerospace, Defense & Marine",Americas,LT6,Dry Mate Connector,1424.0,325628.38,24740.48
2021,4,12,52,"Aerospace, Defense & Marine",Americas,JC6,38999 Series III,42306.0,393533.0,23550.42
2021,1,1,1,"Aerospace, Defense & Marine",Americas,652,Tubing Elastomers TFIT,21254.675,114777.65,24349.121
2021,1,2,7,"Aerospace, Defense & Marine",Americas,652,Tubing Elastomers TFIT,29919.015,167466.24,24349.121
2021,3,9,38,"Aerospace, Defense & Marine",Americas,B54,Multigig Scalable Interconnect,23764.0,641740.52,23046.934
2021,4,12,51,"Aerospace, Defense & Marine",Americas,712,System 6,177750.0,79333.74,23550.42
2021,2,5,21,"Aerospace, Defense & Marine",Americas,K81,High Speed Copper Assemblies,2577.0,165039.05,22313.85
2021,2,4,16,"Aerospace, Defense & Marine",Americas,JC6,38999 Series III,25592.0,177968.09,22313.85
2021,1,2,8,"Aerospace, Defense & Marine",Americas,G49,Mid Range Relays,1799.0,165357.31,24349.121
2016,1,2,7,"Aerospace, Defense & Marine",Americas,D51,Special Military and Fifth Size Relays,1698.0,142549.16,18968.041
2016,4,11,45,"Aerospace, Defense & Marine",Americas,F34,T05 Relays,2750.0,59616.18,18775.459
2019,1,1,2,"Aerospace, Defense & Marine",Americas,K78,Rochester Wirelines,332104.2,200728.0,21706.532
2019,1,3,10,"Aerospace, Defense & Marine",Americas,K78,Rochester Wirelines,209429.294,135155.29,21706.532
2018,2,4,15,"Aerospace, Defense & Marine",Americas,K78,Rochester Wirelines,118200.0,81780.0,20155.486
2019,1,1,3,"Aerospace, Defense & Marine",Americas,K78,Rochester Wirelines,187952.932,113256.94,21706.532
2015,2,4,15,"Aerospace, Defense & Marine",Americas,JB2,Rochester ROV,11403.0,291802.77,17991.348
2015,4,12,50,"Aerospace, Defense & Marine",Americas,G49,Mid Range Relays,1737.0,124841.16,18306.96
2019,3,9,37,"Aerospace, Defense & Marine",Americas,A47,Relays/Timers -- Agastat,231.0,56964.38,21272.448
2015,3,8,35,"Aerospace, Defense & Marine",Americas,JB3,Rochester MUX,22000.0,203500.0,18193.707
2017,2,4,14,"Aerospace, Defense & Marine",Americas,K79,Rochester EOP,32808.4,16310.0,19148.194
2016,2,5,22,"Aerospace, Defense & Marine",Americas,K78,Rochester Wirelines,7644.554,6408.25,18425.306
2017,1,3,10,"Aerospace, Defense & Marine",Americas,C18,ADM Fiber Optic Connectors,295.0,206851.24,19894.75
2015,3,8,33,"Aerospace, Defense & Marine",Americas,573,Auto Sensor Cable,15963.9,18247.11,18193.707
2019,2,6,23,"Aerospace, Defense & Marine",Americas,573,Auto Sensor Cable,80903.064,107426.74,21013.085
2017,1,3,12,"Aerospace, Defense & Marine",Americas,A47,Relays/Timers -- Agastat,800.0,85828.66,19894.75
2019,2,6,24,"Aerospace, Defense & Marine",Americas,K81,High Speed Copper Assemblies,190.0,87858.34,21013.085
2019,3,8,35,"Aerospace, Defense & Marine",Americas,K81,High Speed Copper Assemblies,4026.0,216243.07,21272.448
2018,2,6,26,"Aerospace, Defense & Marine",Americas,JC4,Other,31.0,846.1,20155.486
2015,4,10,40,"Aerospace, Defense & Marine",Americas,K81,High Speed Copper Assemblies,6.0,19419.06,18306.96
2015,4,11,44,"Aerospace, Defense & Marine",Americas,350,Miscellaneous,-1.0,-160.0,18306.96
2018,4,11,47,"Aerospace, Defense & Marine",Americas,AC7,DMC-M Single Cavity,29425.0,316510.89,20687.278
2017,1,2,9,"Aerospace, Defense & Marine",Americas,652,Tubing Elastomers TFIT,18014.882,97638.08,19894.75
2017,3,7,30,"Aerospace, Defense & Marine",Americas,728,General Multicore W & C,11817.0,240952.02,19304.506
2017,2,4,14,"Aerospace, Defense & Marine",Americas,K81,High Speed Copper Assemblies,744.0,20894.78,19148.194
2015,1,1,1,"Aerospace, Defense & Marine",Americas,907,Tinel-Lock,2691.0,23511.92,18332.079
2016,3,9,39,"Aerospace, Defense & Marine",Americas,723,Harnesses / Kits,386.0,130935.02,18611.617
2015,2,4,15,"Aerospace, Defense & Marine",Americas,E25,RF Coax Connectors,3784.0,46650.48,17991.348
2018,2,5,21,"Aerospace, Defense & Marine",Americas,F41,Solenoids - Kilovac,1144.0,112417.89,20155.486
2018,4,11,45,"Aerospace, Defense & Marine",Americas,291,Systems Integrated  Products,4456.0,311553.25,20687.278
2015,1,1,2,"Aerospace, Defense & Marine",Americas,Z75,High Power Switching Relays,105.0,-275.95,18332.079
2018,4,11,48,"Aerospace, Defense & Marine",Americas,DA8,MIL-DTL-26482,41102.0,103981.79,20687.278
2018,3,8,34,"Aerospace, Defense & Marine",Americas,DA8,MIL-DTL-26482,12668.0,70971.76,20470.197
2017,2,5,20,"Aerospace, Defense & Marine",Americas,JC2,Push-pull,59.0,22715.88,19148.194
2018,3,7,29,"Aerospace, Defense & Marine",Americas,JC8,"38999 Series II, IV and 1760",2910.0,45529.12,20470.197
2016,2,6,26,"Aerospace, Defense & Marine",Americas,F33,Crystal Can Relays,5333.0,193611.84,18425.306
2019,4,12,50,"Aerospace, Defense & Marine",Americas,DA8,MIL-DTL-26482,31552.0,51691.04,21531.839
2017,2,4,16,"Aerospace, Defense & Marine",Americas,547,MTC Solder,486.0,16921.14,19148.194
2016,2,6,23,"Aerospace, Defense & Marine",Americas,723,Harnesses / Kits,379.5,45509.06,18425.306
2017,1,2,8,"Aerospace, Defense & Marine",Americas,E25,RF Coax Connectors,1904.0,1612.93,19894.75
2018,4,11,46,"Aerospace, Defense & Marine",Americas,723,Harnesses / Kits,58.0,45704.28,20687.278
2018,4,11,46,"Aerospace, Defense & Marine",Americas,E25,RF Coax Connectors,3835.0,151284.01,20687.278
2015,3,7,28,"Aerospace, Defense & Marine",Americas,A13,Devices Miscellaneous,4551.0,69368.12,18193.707
2016,4,12,50,"Aerospace, Defense & Marine",Americas,582,Aero/DEF Crimp,177640.0,104636.75,18775.459
2016,1,2,8,"Aerospace, Defense & Marine",Americas,584,Solder Sleeves,528422.0,313365.66,18968.041
2015,3,7,29,"Aerospace, Defense & Marine",Americas,915,55 Wire,733098.256,193645.84,18193.707
2015,2,5,19,"Aerospace, Defense & Marine",Americas,915,55 Wire,1098718.901,256262.28,17991.348
2017,4,12,49,"Aerospace, Defense & Marine",Americas,584,Solder Sleeves,444929.0,271105.58,19561.896
2017,2,6,23,"Aerospace, Defense & Marine",Americas,915,55 Wire,613272.678,198695.73,19148.194
2017,3,7,30,"Aerospace, Defense & Marine",Americas,685,Filterline Cable,25388.317,76012.71,19304.506
2018,3,9,39,"Aerospace, Defense & Marine",Americas,746,Flex Power Cable,18327.624,426053.81,20470.197
2015,4,12,50,"Aerospace, Defense & Marine",Americas,728,General Multicore W & C,1211.275,18058.92,18306.96
2018,1,1,1,"Aerospace, Defense & Marine",Americas,586,Controlled Electrical,13860.78,37531.39,20819.269
2015,2,6,23,"Aerospace, Defense & Marine",Americas,586,Controlled Electrical,7732.776,33373.71,17991.348
2018,2,6,26,"Aerospace, Defense & Marine",Americas,JC6,38999 Series III,55705.0,401028.01,20155.486
2015,1,2,7,"Aerospace, Defense & Marine",Americas,DA8,MIL-DTL-26482,25619.0,78156.34,18332.079
2015,4,11,48,"Aerospace, Defense & Marine",Americas,JC0,38999 Series III Specials,4243.0,110569.36,18306.96
2016,2,5,21,"Aerospace, Defense & Marine",Americas,JC8,"38999 Series II, IV and 1760",8596.0,214412.88,18425.306
2017,1,1,4,"Aerospace, Defense & Marine",Americas,JC0,38999 Series III Specials,1364.0,52978.14,19894.75
2016,3,9,36,"Aerospace, Defense & Marine",Americas,DA8,MIL-DTL-26482,23348.0,90669.32,18611.617
2019,1,3,10,"Aerospace, Defense & Marine",Americas,JC8,"38999 Series II, IV and 1760",811.0,19748.89,21706.532
2018,1,3,10,"Aerospace, Defense & Marine",Americas,JC8,"38999 Series II, IV and 1760",2659.0,69491.95,20819.269
2018,1,2,9,"Aerospace, Defense & Marine",Americas,JC8,"38999 Series II, IV and 1760",4964.0,151924.61,20819.269
2015,2,6,25,"Aerospace, Defense & Marine",Americas,F34,T05 Relays,1767.0,53866.88,17991.348
2017,1,3,12,"Aerospace, Defense & Marine",Americas,F38,Hartman AC Contactors,239.0,635613.2,19894.75
2017,1,2,6,"Aerospace, Defense & Marine",Americas,JE4,Hermetics North America,3146.0,143049.91,19894.75
2016,4,11,48,"Aerospace, Defense & Marine",Americas,243,AMPLIMITE - Aerospace & Military,101824.0,380117.5,18775.459
2019,4,12,49,"Aerospace, Defense & Marine",Americas,243,AMPLIMITE - Aerospace & Military,74785.0,254046.96,21531.839
2019,4,11,48,"Aerospace, Defense & Marine",Americas,JE4,Hermetics North America,4187.0,320187.34,21531.839
2017,4,10,43,"Aerospace, Defense & Marine",Americas,243,AMPLIMITE - Aerospace & Military,308552.0,276935.88,19561.896
2018,2,4,14,"Aerospace, Defense & Marine",Americas,F39,Hartman DC Contactors,38.0,52285.87,20155.486
2018,3,9,39,"Aerospace, Defense & Marine",Americas,LT6,Dry Mate Connector,2757.0,1159121.64,20470.197
2020,4,11,46,"Aerospace, Defense & Marine",Americas,JB3,Rochester MUX,26000.0,0.0,21362.428
2020,2,4,15,"Aerospace, Defense & Marine",Americas,V45,Cable Actuated (String Pots),0.0,0.0,21538.032
2021,2,6,25,"Aerospace, Defense & Marine",Americas,F35,Solid State Relays & Electronics CII,110.0,69246.62,22313.85
2022,4,10,40,"Aerospace, Defense & Marine",Americas,B79,Microdot Micro-D & Rectangular Connectors,1581.0,98198.63,25723.941
2022,4,11,45,"Aerospace, Defense & Marine",Americas,Z75,High Power Switching Relays,7.0,5621.22,25723.941
2020,1,3,13,"Aerospace, Defense & Marine",Americas,F40,Hartman Panels and Miscellaneous,11.0,4756.57,21704.706
2022,3,8,34,"Aerospace, Defense & Marine",Americas,V45,Cable Actuated (String Pots),0.0,-35.47,25248.476
2020,4,10,41,"Aerospace, Defense & Marine",Americas,J89,Micro Circular Connectors,933.0,40627.7,21362.428
2022,3,7,27,"Aerospace, Defense & Marine",Americas,JF9,CTJ AS81714 Series II,10352.0,19486.4,25248.476
2021,3,7,28,"Aerospace, Defense & Marine",Americas,B55,Rugged Whisper,22.0,6934.8,23046.934
2020,3,9,36,"Aerospace, Defense & Marine",Americas,K78,Rochester Wirelines,50000.002,40005.0,19636.731
2021,3,8,35,"Aerospace, Defense & Marine",Americas,J89,Micro Circular Connectors,6151.0,157118.53,23046.934
2021,1,2,9,"Aerospace, Defense & Marine",Americas,907,Tinel-Lock,2458.0,64660.6,24349.121
2021,4,10,41,"Aerospace, Defense & Marine",Americas,547,MTC Solder,1301.0,32037.4,23550.42
2021,1,2,8,"Aerospace, Defense & Marine",Americas,553,Miscellaneous MTC,737.0,29942.32,24349.121
2021,4,11,45,"Aerospace, Defense & Marine",Americas,DA8,MIL-DTL-26482,15410.0,38974.18,23550.42
2021,2,6,25,"Aerospace, Defense & Marine",Americas,JD8,Signal,1161186.0,231800.13,22313.85
2022,4,12,52,"Aerospace, Defense & Marine",Americas,LU4,Underwater Mateable Connector,36.0,525587.0,25723.941
2022,3,8,33,"Aerospace, Defense & Marine",Americas,JD8,Signal,1328370.0,190981.67,25248.476
2022,2,4,16,"Aerospace, Defense & Marine",Americas,JD2,369,3563.0,28957.62,24740.48
2022,3,9,39,"Aerospace, Defense & Marine",Americas,712,System 6,103000.0,39329.55,25248.476
2022,1,3,10,"Aerospace, Defense & Marine",Americas,547,MTC Solder,453.0,12609.08,26144.956
2022,1,2,9,"Aerospace, Defense & Marine",Americas,F41,Solenoids - Kilovac,8194.0,261386.14,26144.956
2022,4,12,50,"Aerospace, Defense & Marine",Americas,JF1,FILTERS,544.0,24265.27,25723.941
2022,4,11,47,"Aerospace, Defense & Marine",Americas,JC2,Push-pull,314.0,79817.9,25723.941
2020,4,12,52,"Aerospace, Defense & Marine",Americas,JD8,Signal,2887955.0,411886.13,21362.428
2015,2,4,14,"Aerospace, Defense & Marine",Americas,JB2,Rochester ROV,11500.0,211715.0,17991.348
2017,1,1,2,"Aerospace, Defense & Marine",Americas,F34,T05 Relays,2534.0,66375.66,19894.75
2019,4,10,42,"Aerospace, Defense & Marine",Americas,573,Auto Sensor Cable,13466.978,18264.3,21531.839
2018,2,5,20,"Aerospace, Defense & Marine",Americas,573,Auto Sensor Cable,33771.84,48463.87,20155.486
2016,2,4,16,"Aerospace, Defense & Marine",Americas,A47,Relays/Timers -- Agastat,341.0,69490.06,18425.306
2019,4,10,42,"Aerospace, Defense & Marine",Americas,K81,High Speed Copper Assemblies,1000.0,70659.86,21531.839
2016,2,6,25,"Aerospace, Defense & Marine",Americas,JB6,Rochester Ocean Research,93786.092,103093.04,18425.306
2016,3,8,32,"Aerospace, Defense & Marine",Americas,A47,Relays/Timers -- Agastat,222.0,51484.81,18611.617
2016,4,12,50,"Aerospace, Defense & Marine",Americas,K81,High Speed Copper Assemblies,65.0,2484.3,18775.459
2016,1,1,4,"Aerospace, Defense & Marine",Americas,AC7,DMC-M Single Cavity,26039.0,310012.1,18968.041
2016,2,5,21,"Aerospace, Defense & Marine",Americas,AC8,DMC-M Modules,7713.0,133583.74,18425.306
2016,2,5,22,"Aerospace, Defense & Marine",Americas,JD1,ABC,4452.0,172051.3,18425.306
2018,3,9,37,"Aerospace, Defense & Marine",Americas,AC7,DMC-M Single Cavity,31435.0,309373.38,20470.197
2019,4,12,51,"Aerospace, Defense & Marine",Americas,JD1,ABC,8203.0,155151.14,21531.839
2019,1,3,10,"Aerospace, Defense & Marine",Americas,JD1,ABC,3518.0,97816.97,21706.532
2016,2,6,24,"Aerospace, Defense & Marine",Americas,F03,Nanonics Products,175.0,29500.68,18425.306
2018,2,4,14,"Aerospace, Defense & Marine",Americas,K78,Rochester Wirelines,1049.869,1238.4,20155.486
2019,1,2,7,"Aerospace, Defense & Marine",Americas,JE2,Feedthrough,1503.0,69025.8,21706.532
2019,1,2,8,"Aerospace, Defense & Marine",Americas,JE2,Feedthrough,1872.0,80574.5,21706.532
2019,4,10,40,"Aerospace, Defense & Marine",Americas,AC7,DMC-M Single Cavity,29781.0,137722.02,21531.839
2019,3,7,28,"Aerospace, Defense & Marine",Americas,LU4,Underwater Mateable Connector,6.0,82380.0,21272.448
2018,1,2,8,"Aerospace, Defense & Marine",Americas,AC9,High Speed Board Level Product,580.0,9439.4,20819.269
2022,2,4,15,"Aerospace, Defense & Marine",Americas,C18,ADM Fiber Optic Connectors,1518.0,71859.14,24740.48
2022,2,6,23,"Aerospace, Defense & Marine",Americas,JC6,38999 Series III,10267.0,80254.16,24740.48
2022,4,12,52,"Aerospace, Defense & Marine",Americas,582,Aero/DEF Crimp,309754.0,346935.37,25723.941
2022,2,6,24,"Aerospace, Defense & Marine",Americas,JC3,Engine,1337.0,31097.15,24740.48
2020,1,1,2,"Aerospace, Defense & Marine",Americas,JE2,Feedthrough,811.0,60536.5,21704.706
2020,2,4,15,"Aerospace, Defense & Marine",Americas,JC3,Engine,3349.0,103238.56,21538.032
2020,1,1,4,"Aerospace, Defense & Marine",Americas,JC8,"38999 Series II, IV and 1760",3016.0,145957.0,21704.706
2020,1,1,4,"Aerospace, Defense & Marine",Americas,553,Miscellaneous MTC,16968.0,112149.59,21704.706
2020,4,10,43,"Aerospace, Defense & Marine",Americas,A13,Devices Miscellaneous,7648.0,121412.05,21362.428
2020,2,4,14,"Aerospace, Defense & Marine",Americas,731,TFIT Poly Molded Parts,19245.0,152137.71,21538.032
2022,2,6,23,"Aerospace, Defense & Marine",Americas,582,Aero/DEF Crimp,95642.0,83926.82,24740.48
2022,2,5,20,"Aerospace, Defense & Marine",Americas,F40,Hartman Panels and Miscellaneous,18.0,13562.96,24740.48
2020,3,7,29,"Aerospace, Defense & Marine",Americas,JC6,38999 Series III,8308.0,39285.67,19636.731
2020,3,8,31,"Aerospace, Defense & Marine",Americas,582,Aero/DEF Crimp,203132.0,138992.44,19636.731
2015,4,11,45,"Aerospace, Defense & Marine",Americas,DA8,MIL-DTL-26482,20643.0,56197.89,18306.96
2015,1,3,13,"Aerospace, Defense & Marine",Americas,JD1,ABC,3283.0,97229.78,18332.079
2015,4,11,44,"Aerospace, Defense & Marine",Americas,C18,ADM Fiber Optic Connectors,1770.0,49477.59,18306.96
2016,3,8,34,"Aerospace, Defense & Marine",Americas,F03,Nanonics Products,947.0,92689.04,18611.617
2018,4,10,41,"Aerospace, Defense & Marine",Americas,F03,Nanonics Products,233.0,48283.82,20687.278
2018,4,10,40,"Aerospace, Defense & Marine",Americas,F03,Nanonics Products,462.0,63278.58,20687.278
2017,3,8,31,"Aerospace, Defense & Marine",Americas,573,Auto Sensor Cable,17269.968,22933.86,19304.506
2019,3,7,29,"Aerospace, Defense & Marine",Americas,JF9,CTJ AS81714 Series II,1019.0,26616.16,21272.448
2017,3,7,30,"Aerospace, Defense & Marine",Americas,JF9,CTJ AS81714 Series II,4845.0,180574.88,19304.506
2017,2,6,24,"Aerospace, Defense & Marine",Americas,AC9,High Speed Board Level Product,906.0,38808.5,19148.194
2019,2,5,19,"Aerospace, Defense & Marine",Americas,JF9,CTJ AS81714 Series II,2068.0,57193.97,21013.085
2019,3,9,36,"Aerospace, Defense & Marine",Americas,C18,ADM Fiber Optic Connectors,2700.0,34119.3,21272.448
2018,4,11,45,"Aerospace, Defense & Marine",Americas,JD1,ABC,5138.0,109634.71,20687.278
2018,2,4,15,"Aerospace, Defense & Marine",Americas,JD1,ABC,7220.0,199479.52,20155.486
2017,1,3,12,"Aerospace, Defense & Marine",Americas,JE2,Feedthrough,286.0,37966.0,19894.75
2018,1,3,10,"Aerospace, Defense & Marine",Americas,JE2,Feedthrough,2225.0,259475.0,20819.269
2017,1,3,13,"Aerospace, Defense & Marine",Americas,J89,Micro Circular Connectors,26250.0,109245.0,19894.75
2018,3,8,35,"Aerospace, Defense & Marine",Americas,JB2,Rochester ROV,14107.612,221063.0,20470.197
2017,4,11,44,"Aerospace, Defense & Marine",Americas,JE2,Feedthrough,1000.0,8500.0,19561.896
2018,3,9,38,"Aerospace, Defense & Marine",Americas,K79,Rochester EOP,13779.528,172620.0,20470.197
2015,1,1,3,"Aerospace, Defense & Marine",Americas,586,Controlled Electrical,3240.329,22445.48,18332.079
2018,1,3,11,"Aerospace, Defense & Marine",Americas,B79,Microdot Micro-D & Rectangular Connectors,41852.0,102870.07,20819.269
2016,4,10,40,"Aerospace, Defense & Marine",Americas,G49,Mid Range Relays,311.0,26979.12,18775.459
2018,2,6,24,"Aerospace, Defense & Marine",Americas,F41,Solenoids - Kilovac,979.0,48852.68,20155.486
2015,2,5,18,"Aerospace, Defense & Marine",Americas,F41,Solenoids - Kilovac,1615.0,41725.35,17991.348
2017,1,1,2,"Aerospace, Defense & Marine",Americas,F33,Crystal Can Relays,3048.0,98820.3,19894.75
2018,2,6,23,"Aerospace, Defense & Marine",Americas,AA3,Mil Spec Conn & Assys,40.0,138744.66,20155.486
2018,2,5,22,"Aerospace, Defense & Marine",Americas,D51,Special Military and Fifth Size Relays,4049.0,611059.58,20155.486
