fiscal_year_historical,fiscal_quarter_historical,fiscal_month_historical,fiscal_week_historical,business_unit_group_name,company_region_name_level_1,product_line_code,product_line_name,sales_quantity,sales_amount,GDP_value,CSENT,Interest_rate,Inflation
2015,1,3,11,Appliances,Americas,518,AMP Univ. and Power Double Lock,1966190.0,33805.7,18332.079,93.0,0.75,1.9991371
2018,4,11,44,Appliances,Americas,104,MTA 100 & CSTII 100,1263305.0,153742.35,20687.278,97.5,2.75,2.476794
2019,2,4,14,Appliances,Americas,104,MTA 100 & CSTII 100,956525.0,73166.44,21013.085,97.2,3.0,2.407927
2015,2,5,20,Appliances,Americas,095,Appliance Connectors,782200.0,152433.82,17991.348,90.7,0.75,2.0668869
2016,4,10,42,Appliances,Americas,104,MTA 100 & CSTII 100,4161625.0,153157.64,18775.459,87.2,1.0,2.5095184
2016,4,10,41,Appliances,Americas,095,Appliance Connectors,579500.0,56262.93,18775.459,87.2,1.0,2.5095184
2019,2,4,17,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,15951772.0,734117.51,21013.085,97.2,3.0,2.407927
2018,3,9,36,Appliances,Americas,095,Appliance Connectors,678400.0,69972.47,20470.197,100.1,2.75,2.461933
2018,4,11,47,Appliances,Americas,G31,VAL-U-LOK,1357586.0,33646.74,20687.278,97.5,2.75,2.476794
2018,2,4,16,Appliances,Americas,715,Polyolefins ETC,1609024.888,245444.38,20155.486,98.8,2.25,2.493423
2015,4,11,46,Appliances,Americas,715,Polyolefins ETC,2175731.689,237149.47,18306.96,91.3,0.75,2.4052606
2016,1,2,6,Appliances,Americas,214,FASTON Terminals - Premier & Commercial,20615768.0,257274.43,18968.041,91.7,1.0,2.5442092
2017,1,3,11,Appliances,Americas,212,Open Barrel Rings & Spades,6588735.0,101320.11,19894.75,96.9,1.5,2.453344
2015,2,5,18,Appliances,Americas,G50,Ultra-Pod FASTON Receptacles and Tabs,918600.0,33050.8,17991.348,90.7,0.75,2.0668869
2017,3,8,34,Appliances,Americas,327,Positive Lock,3910320.0,84259.95,19304.506,96.8,1.75,2.089832
2017,2,5,20,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,8405688.0,383490.29,19148.194,97.1,1.5,2.155911
2016,2,4,16,Appliances,Americas,212,Open Barrel Rings & Spades,4557559.0,135154.68,18425.306,89.0,1.0,2.537996
2017,4,12,52,Appliances,Americas,212,Open Barrel Rings & Spades,5392347.0,124483.32,19561.896,95.9,2.0,2.125472
2018,2,6,26,Appliances,Americas,212,Open Barrel Rings & Spades,7162105.0,182322.49,20155.486,98.2,2.5,2.553219
2017,3,7,30,Appliances,Americas,JJ4,RAST 5 non-IDC,1813085.0,92651.86,19304.506,93.4,1.75,2.146769
2019,1,1,3,Appliances,Americas,JJ4,RAST 5 non-IDC,1955946.0,86772.96,21706.532,91.2,3.0,2.385533
2017,4,10,41,Appliances,Americas,JJ4,RAST 5 non-IDC,1804724.0,103741.29,19561.896,100.7,1.75,2.192819
2018,1,3,13,Appliances,Americas,213,Miscellaneous Open Barrel Products,1612250.0,7729.29,20819.269,101.4,2.25,2.369197
2017,4,10,43,Appliances,Americas,JJ4,RAST 5 non-IDC,1882205.0,92925.72,19561.896,100.7,1.75,2.192819
2016,1,1,1,Appliances,Americas,518,AMP Univ. and Power Double Lock,198447.0,7228.38,18968.041,92.0,1.0,2.4667222
2019,3,9,36,Appliances,Americas,442,Power Key 5.0,1058000.0,22862.61,21272.448,93.2,2.5,2.606767
2020,1,2,5,Appliances,Americas,G59,Appliance Miniature PCB Relays,38613.0,21722.54,21704.706,101.0,2.25,2.812936
2018,3,8,34,Appliances,Americas,766,DW-ES/Auto Splice Seal,1255830.0,59764.15,20470.197,96.2,2.5,2.432878
2018,1,1,1,Appliances,Americas,766,DW-ES/Auto Splice Seal,2210846.0,96418.65,20819.269,95.7,2.0,2.166305
2018,4,10,42,Appliances,Americas,766,DW-ES/Auto Splice Seal,1644343.0,170961.12,20687.278,98.6,2.75,2.414988
2016,3,8,35,Appliances,Americas,217,Ultra-Fast,10917425.0,530337.92,18611.617,89.8,1.0,2.7228064
2015,2,6,25,Appliances,Americas,327,Positive Lock,4114728.0,83081.24,17991.348,96.1,0.75,2.1147326
2019,4,11,44,Appliances,Americas,766,DW-ES/Auto Splice Seal,923599.0,160634.59,21531.839,96.8,2.25,2.768217
2016,4,10,41,Appliances,Americas,326,FASTIN-FASTON,1369425.0,29926.17,18775.459,87.2,1.0,2.5095184
2019,1,1,3,Appliances,Americas,G50,Ultra-Pod FASTON Receptacles and Tabs,1780050.0,70419.91,21706.532,91.2,3.0,2.385533
2020,3,8,33,Appliances,Americas,094,"Pins, Plugs and Receptacles",664025.0,45184.26,19636.731,74.1,0.25,2.288978
2015,1,1,4,Appliances,Americas,103,MTA & SL 156,2921770.0,52460.46,18332.079,98.1,0.75,1.985653
2022,3,7,28,Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,4140189.0,562868.41,25248.476,51.5,,5.625329
2022,1,2,7,Appliances,Americas,607,DW-All Other Dual Wall,540405.0,332313.79,26144.956,62.8,,4.30707
2021,4,12,50,Appliances,Americas,214,FASTON Terminals - Premier & Commercial,40348647.0,985798.71,23550.42,70.6,,3.484143
2021,4,10,40,Appliances,Americas,903,Appliance Cable Assembly Product,0.0,509389.61,23550.42,71.7,,3.035619
2021,1,2,5,Appliances,Americas,094,"Pins, Plugs and Receptacles",767010.0,31081.49,24349.121,76.8,0.25,1.527009
2021,4,11,48,Appliances,Americas,103,MTA & SL 156,4331210.0,205109.31,23550.42,67.4,,3.21432
2020,4,11,45,Appliances,Americas,JJ4,RAST 5 non-IDC,2370771.0,116227.95,21362.428,76.9,0.25,1.798587
2022,1,1,4,Appliances,Americas,217,Ultra-Fast,11846135.0,790204.4,26144.956,67.2,,3.988659
2022,2,4,17,Appliances,Americas,214,FASTON Terminals - Premier & Commercial,27082814.0,638767.57,24740.48,65.2,,4.721803
2022,1,3,11,Appliances,Americas,326,FASTIN-FASTON,6242947.0,258995.41,26144.956,59.4,,4.558423
2022,1,3,12,Appliances,Americas,607,DW-All Other Dual Wall,779565.0,169463.75,26144.956,59.4,,4.558423
2021,1,1,1,Appliances,Americas,518,AMP Univ. and Power Double Lock,5150183.0,85948.33,24349.121,79.0,0.25,1.517012
2021,2,6,23,Appliances,Americas,223,AMPLIVAR,18236300.0,122692.28,22313.85,85.5,0.25,2.588579
2021,2,6,24,Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,5531830.0,336629.76,22313.85,85.5,0.25,2.588579
2021,3,8,31,Appliances,Americas,214,FASTON Terminals - Premier & Commercial,36495517.0,760785.78,23046.934,70.3,0.25,2.343064
2021,4,11,47,Appliances,Americas,214,FASTON Terminals - Premier & Commercial,40908972.0,1122747.8,23550.42,67.4,,3.21432
2021,4,11,45,Appliances,Americas,326,FASTIN-FASTON,2988951.0,83848.03,23550.42,67.4,,3.21432
2021,3,9,38,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,23817285.0,940652.33,23046.934,72.8,,2.638383
2021,2,4,15,Appliances,Americas,103,MTA & SL 156,2623354.0,119537.24,22313.85,88.3,0.25,2.262331
2021,3,9,39,Appliances,Americas,104,MTA 100 & CSTII 100,5862515.0,423661.63,23046.934,72.8,,2.638383
2021,4,11,48,Appliances,Americas,094,"Pins, Plugs and Receptacles",2609200.0,134293.38,23550.42,67.4,,3.21432
2020,3,7,28,Appliances,Americas,217,Ultra-Fast,4360979.0,165606.97,19636.731,72.5,0.25,2.348857
2020,4,11,48,Appliances,Americas,518,AMP Univ. and Power Double Lock,3173391.0,51599.1,21362.428,76.9,0.25,1.798587
2020,1,2,6,Appliances,Americas,766,DW-ES/Auto Splice Seal,1356175.0,142508.65,21704.706,101.0,2.25,2.812936
2018,3,9,39,Appliances,Americas,715,Polyolefins ETC,2282126.04,215702.4,20470.197,100.1,2.75,2.461933
2016,2,5,19,Appliances,Americas,715,Polyolefins ETC,2073091.306,265245.79,18425.306,94.7,1.0,2.5711572
2018,2,5,20,Appliances,Americas,715,Polyolefins ETC,3034288.211,295875.86,20155.486,98.0,2.25,2.544991
2018,1,2,5,Appliances,Americas,217,Ultra-Fast,5255350.0,200739.04,20819.269,99.7,2.0,2.131896
2019,2,5,21,Appliances,Americas,715,Polyolefins ETC,2400803.994,217595.29,21013.085,100.0,3.0,2.39723
2016,3,9,39,Appliances,Americas,715,Polyolefins ETC,1994132.947,166570.78,18611.617,91.2,1.0,2.6321032
2015,2,6,25,Appliances,Americas,715,Polyolefins ETC,2880844.376,227171.85,17991.348,96.1,0.75,2.1147326
2019,4,11,45,Appliances,Americas,715,Polyolefins ETC,1603537.691,51097.34,21531.839,96.8,2.25,2.768217
2018,1,3,11,Appliances,Americas,715,Polyolefins ETC,2926545.121,310991.93,20819.269,101.4,2.25,2.369197
2017,4,11,44,Appliances,Americas,715,Polyolefins ETC,2103814.521,190845.72,19561.896,98.5,1.75,2.115031
2018,3,8,33,Appliances,Americas,715,Polyolefins ETC,1921076.806,203670.39,20470.197,96.2,2.5,2.432878
2019,3,8,35,Appliances,Americas,214,FASTON Terminals - Premier & Commercial,22541275.0,413087.57,21272.448,89.8,2.75,2.629246
2019,1,3,10,Appliances,Americas,223,AMPLIVAR,8870120.0,86623.53,21706.532,98.4,3.0,2.399684
2018,4,12,50,Appliances,Americas,217,Ultra-Fast,8228085.0,384867.37,20687.278,98.3,3.0,2.46437
2022,4,12,49,Appliances,Americas,G31,VAL-U-LOK,1816099.0,97594.44,25723.941,59.7,,6.617223
2020,3,9,37,Appliances,Americas,212,Open Barrel Rings & Spades,5781411.0,91202.9,19636.731,80.4,0.25,2.077391
2020,1,2,5,Appliances,Americas,344,Hermetic Cluster Blocks,4810500.0,100619.42,21704.706,101.0,2.25,2.812936
2020,3,8,34,Appliances,Americas,094,"Pins, Plugs and Receptacles",956000.0,41006.43,19636.731,74.1,0.25,2.288978
2018,3,7,28,Appliances,Americas,G31,VAL-U-LOK,2054383.0,76543.54,20470.197,97.9,2.5,2.519634
2017,3,7,27,Appliances,Americas,G59,Appliance Miniature PCB Relays,47034.0,10220.65,19304.506,93.4,1.75,2.146769
2018,4,10,41,Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1716163.0,76912.73,20687.278,98.6,2.75,2.414988
2016,4,12,51,Appliances,Americas,239,MICRO MATE-N-LOK,722873.0,99154.57,18775.459,98.2,1.25,2.594944
2016,3,7,30,Appliances,Americas,212,Open Barrel Rings & Spades,5577821.0,108806.59,18611.617,90.0,1.0,2.5758512
2018,3,9,38,Appliances,Americas,JJ4,RAST 5 non-IDC,1824081.0,76826.58,20470.197,100.1,2.75,2.461933
2016,1,2,8,Appliances,Americas,094,"Pins, Plugs and Receptacles",1228960.0,37090.6,18968.041,91.7,1.0,2.5442092
2019,1,2,8,Appliances,Americas,JJ4,RAST 5 non-IDC,1281985.0,85443.22,21706.532,93.8,3.0,2.376648
2019,3,7,29,Appliances,Americas,213,Miscellaneous Open Barrel Products,3370500.0,49017.9,21272.448,98.4,3.0,2.460848
2016,2,5,22,Appliances,Americas,213,Miscellaneous Open Barrel Products,4732750.0,56563.08,18425.306,94.7,1.0,2.5711572
2017,1,3,10,Appliances,Americas,607,DW-All Other Dual Wall,511172.862,183128.33,19894.75,96.9,1.5,2.453344
2016,2,4,14,Appliances,Americas,607,DW-All Other Dual Wall,559941.483,150661.12,18425.306,89.0,1.0,2.537996
2019,3,7,28,Appliances,Americas,213,Miscellaneous Open Barrel Products,6114800.0,89657.31,21272.448,98.4,3.0,2.460848
2018,3,7,28,Appliances,Americas,JJ4,RAST 5 non-IDC,1938998.0,87016.11,20470.197,97.9,2.5,2.519634
2022,4,11,48,Appliances,Americas,217,Ultra-Fast,26799270.0,1905768.98,25723.941,56.8,,6.471178
2022,2,4,17,Appliances,Americas,217,Ultra-Fast,10967034.0,632210.37,24740.48,65.2,,4.721803
2022,4,11,46,Appliances,Americas,326,FASTIN-FASTON,2428831.0,126844.74,25723.941,56.8,,6.471178
2021,3,7,30,Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,6194957.0,441585.06,23046.934,81.2,0.25,2.315464
2021,4,11,46,Appliances,Americas,214,FASTON Terminals - Premier & Commercial,23617079.0,536050.15,23550.42,67.4,,3.21432
2021,2,6,26,Appliances,Americas,223,AMPLIVAR,14676100.0,136912.13,22313.85,85.5,0.25,2.588579
2022,2,5,21,Appliances,Americas,103,MTA & SL 156,6948413.0,352295.06,24740.48,58.4,,4.985582
2022,4,12,51,Appliances,Americas,344,Hermetic Cluster Blocks,1021000.0,37817.92,25723.941,59.7,,6.617223
2021,4,12,50,Appliances,Americas,JJ4,RAST 5 non-IDC,949478.0,17236.79,23550.42,70.6,,3.484143
2022,3,9,38,Appliances,Americas,326,FASTIN-FASTON,2719334.0,118497.52,25248.476,58.6,,6.392795
2022,1,2,6,Appliances,Americas,327,Positive Lock,4458392.0,140639.38,26144.956,62.8,,4.30707
2022,3,7,27,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,14075743.0,872905.27,25248.476,51.5,,5.625329
2022,2,4,16,Appliances,Americas,223,AMPLIVAR,6216398.0,103100.2,24740.48,65.2,,4.721803
2022,2,5,19,Appliances,Americas,213,Miscellaneous Open Barrel Products,8291545.0,138464.43,24740.48,58.4,,4.985582
2022,1,2,6,Appliances,Americas,213,Miscellaneous Open Barrel Products,6917100.0,107598.81,26144.956,62.8,,4.30707
2022,4,10,40,Appliances,Americas,326,FASTIN-FASTON,1792446.0,87739.94,25723.941,59.9,,6.364809
2021,2,4,16,Appliances,Americas,223,AMPLIVAR,8693155.0,80871.13,22313.85,88.3,0.25,2.262331
2021,4,11,46,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,20147982.0,1013480.05,23550.42,67.4,,3.21432
2021,3,8,34,Appliances,Americas,100,Economy Power,2709531.0,65903.93,23046.934,70.3,0.25,2.343064
2021,1,2,7,Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1358662.0,81413.23,24349.121,76.8,0.25,1.527009
2021,1,3,10,Appliances,Americas,104,MTA 100 & CSTII 100,4387720.0,123521.4,24349.121,84.9,0.25,1.706984
2022,2,5,21,Appliances,Americas,214,FASTON Terminals - Premier & Commercial,32966400.0,751180.21,24740.48,58.4,,4.985582
2021,2,4,17,Appliances,Americas,214,FASTON Terminals - Premier & Commercial,20564345.0,388769.9,22313.85,88.3,0.25,2.262331
2021,1,2,6,Appliances,Americas,326,FASTIN-FASTON,2361869.0,95304.3,24349.121,76.8,0.25,1.527009
2021,2,6,23,Appliances,Americas,327,Positive Lock,6673478.0,144311.12,22313.85,85.5,0.25,2.588579
2021,1,3,11,Appliances,Americas,104,MTA 100 & CSTII 100,2694597.0,153798.32,24349.121,84.9,0.25,1.706984
2020,2,5,18,Appliances,Americas,214,FASTON Terminals - Premier & Commercial,25280047.0,422453.14,21538.032,72.3,0.25,2.084208
2022,4,10,42,Appliances,Americas,223,AMPLIVAR,7167305.0,65461.28,25723.941,59.9,,6.364809
2021,1,1,2,Appliances,Americas,239,MICRO MATE-N-LOK,451792.0,17189.85,24349.121,79.0,0.25,1.517012
2020,2,5,20,Appliances,Americas,344,Hermetic Cluster Blocks,1346090.0,43843.18,21538.032,72.3,0.25,2.084208
2022,1,2,7,Appliances,Americas,344,Hermetic Cluster Blocks,728500.0,27051.36,26144.956,62.8,,4.30707
2022,1,1,4,Appliances,Americas,G59,Appliance Miniature PCB Relays,607399.0,213018.93,26144.956,67.2,,3.988659
2022,3,9,38,Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,3359478.0,432688.55,25248.476,58.6,,6.392795
2022,2,6,25,Appliances,Americas,214,FASTON Terminals - Premier & Commercial,30958552.0,740265.56,24740.48,50.0,,5.422337
2022,3,9,37,Appliances,Americas,326,FASTIN-FASTON,2165371.0,99444.54,25248.476,58.6,,6.392795
2022,1,3,13,Appliances,Americas,607,DW-All Other Dual Wall,195995.0,-12547.16,26144.956,59.4,,4.558423
2021,3,8,35,Appliances,Americas,214,FASTON Terminals - Premier & Commercial,37150082.0,821934.96,23046.934,70.3,0.25,2.343064
2021,2,5,20,Appliances,Americas,326,FASTIN-FASTON,2471006.0,59168.13,22313.85,82.9,0.25,2.623164
2021,4,12,52,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,25270212.0,1223532.07,23550.42,70.6,,3.484143
2021,4,11,48,Appliances,Americas,903,Appliance Cable Assembly Product,0.0,242028.96,23550.42,67.4,,3.21432
2021,4,11,47,Appliances,Americas,103,MTA & SL 156,4264101.0,211649.13,23550.42,67.4,,3.21432
2021,1,2,5,Appliances,Americas,103,MTA & SL 156,3854297.0,135381.79,24349.121,76.8,0.25,1.527009
2021,1,2,8,Appliances,Americas,103,MTA & SL 156,4694580.0,138797.96,24349.121,76.8,0.25,1.527009
2020,4,11,46,Appliances,Americas,214,FASTON Terminals - Premier & Commercial,26430716.0,251686.27,21362.428,76.9,0.25,1.798587
2020,2,5,19,Appliances,Americas,JJ4,RAST 5 non-IDC,2125360.0,97861.16,21538.032,72.3,0.25,2.084208
2022,3,9,39,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,15202304.0,1146315.59,25248.476,58.6,,6.392795
2022,4,12,49,Appliances,Americas,715,Polyolefins ETC,1269704.224,188172.89,25723.941,59.7,,6.617223
2018,4,11,46,Appliances,Americas,G59,Appliance Miniature PCB Relays,84564.0,46651.41,20687.278,97.5,2.75,2.476794
2015,1,2,6,Appliances,Americas,223,AMPLIVAR,11255804.0,120887.99,18332.079,95.4,0.75,1.9819969
2015,4,11,44,Appliances,Americas,237,Commercial MATE-N-LOK Connectors,822648.0,56371.08,18306.96,91.3,0.75,2.4052606
2015,1,2,7,Appliances,Americas,100,Economy Power,739247.0,15337.67,18332.079,95.4,0.75,1.9819969
2015,1,2,7,Appliances,Americas,715,Polyolefins ETC,2392181.351,237392.98,18332.079,95.4,0.75,1.9819969
2017,2,6,24,Appliances,Americas,715,Polyolefins ETC,1839764.005,175847.62,19148.194,95.0,1.75,2.13853
2015,4,10,43,Appliances,Americas,715,Polyolefins ETC,2372758.779,179924.42,18306.96,90.0,0.75,2.3462109
2019,3,7,30,Appliances,Americas,217,Ultra-Fast,8736004.0,420658.29,21272.448,98.4,3.0,2.460848
2018,2,5,20,Appliances,Americas,G50,Ultra-Pod FASTON Receptacles and Tabs,2017300.0,74171.11,20155.486,98.0,2.25,2.544991
2016,4,11,45,Appliances,Americas,715,Polyolefins ETC,2218570.628,173196.37,18775.459,93.8,1.0,2.5258013
2017,3,9,36,Appliances,Americas,217,Ultra-Fast,9532512.0,439194.61,19304.506,95.1,1.75,2.106697
2015,4,11,45,Appliances,Americas,715,Polyolefins ETC,2453090.702,152388.85,18306.96,91.3,0.75,2.4052606
2019,3,7,28,Appliances,Americas,237,Commercial MATE-N-LOK Connectors,835127.0,61875.88,21272.448,98.4,3.0,2.460848
2018,2,4,14,Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1150227.0,98243.92,20155.486,98.8,2.25,2.493423
2015,2,5,19,Appliances,Americas,239,MICRO MATE-N-LOK,648162.0,59869.54,17991.348,90.7,0.75,2.0668869
2017,1,2,8,Appliances,Americas,239,MICRO MATE-N-LOK,317357.0,39740.75,19894.75,96.3,1.25,2.67446
2016,3,9,38,Appliances,Americas,239,MICRO MATE-N-LOK,1511549.0,83209.38,18611.617,91.2,1.0,2.6321032
2016,3,9,39,Appliances,Americas,239,MICRO MATE-N-LOK,1378332.0,190272.29,18611.617,91.2,1.0,2.6321032
2020,4,11,48,Appliances,Americas,903,Appliance Cable Assembly Product,0.0,53533.07,21362.428,76.9,0.25,1.798587
2020,1,2,6,Appliances,Americas,903,Appliance Cable Assembly Product,0.0,18420.69,21704.706,101.0,2.25,2.812936
2020,1,2,5,Appliances,Americas,442,Power Key 5.0,1574920.0,23797.72,21704.706,101.0,2.25,2.812936
2020,3,9,37,Appliances,Americas,607,DW-All Other Dual Wall,65366.0,84336.89,19636.731,80.4,0.25,2.077391
2022,4,11,48,Appliances,Americas,095,Appliance Connectors,269300.0,42962.7,25723.941,56.8,,6.471178
2020,4,11,44,Appliances,Americas,095,Appliance Connectors,772500.0,66489.99,21362.428,76.9,0.25,1.798587
2021,2,5,21,Appliances,Americas,442,Power Key 5.0,2258000.0,124387.86,22313.85,82.9,0.25,2.623164
2021,4,10,41,Appliances,Americas,095,Appliance Connectors,505200.0,46899.69,23550.42,71.7,,3.035619
2020,1,2,6,Appliances,Americas,327,Positive Lock,3297660.0,111821.21,21704.706,101.0,2.25,2.812936
2020,4,11,48,Appliances,Americas,766,DW-ES/Auto Splice Seal,835640.0,78374.79,21362.428,76.9,0.25,1.798587
2020,3,7,29,Appliances,Americas,344,Hermetic Cluster Blocks,2037000.0,33172.63,19636.731,72.5,0.25,2.348857
2022,1,2,5,Appliances,Americas,607,DW-All Other Dual Wall,767859.0,462516.32,26144.956,62.8,,4.30707
2021,1,3,12,Appliances,Americas,326,FASTIN-FASTON,1127567.0,36640.14,24349.121,84.9,0.25,1.706984
2021,4,11,44,Appliances,Americas,094,"Pins, Plugs and Receptacles",2129996.0,45976.53,23550.42,67.4,,3.21432
2021,2,5,18,Appliances,Americas,104,MTA 100 & CSTII 100,3982804.0,430123.29,22313.85,82.9,0.25,2.623164
2022,1,2,6,Appliances,Americas,G31,VAL-U-LOK,1895878.0,87655.7,26144.956,62.8,,4.30707
2017,1,3,10,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,19142988.0,712099.87,19894.75,96.9,1.5,2.453344
2016,3,8,31,Appliances,Americas,103,MTA & SL 156,2601032.0,153095.33,18611.617,89.8,1.0,2.7228064
2017,1,1,2,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,8145696.0,337066.25,19894.75,98.5,1.25,2.661562
2018,2,4,15,Appliances,Americas,103,MTA & SL 156,3546018.0,216843.66,20155.486,98.8,2.25,2.493423
2015,3,7,28,Appliances,Americas,100,Economy Power,1100691.0,23160.41,18193.707,93.1,0.75,2.1414477
2016,4,10,42,Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,2819842.0,207815.96,18775.459,87.2,1.0,2.5095184
2016,2,6,25,Appliances,Americas,100,Economy Power,2116166.0,55202.52,18425.306,93.5,1.0,2.5689022
2016,4,11,45,Appliances,Americas,103,MTA & SL 156,3047189.0,165031.03,18775.459,93.8,1.0,2.5258013
2017,4,12,50,Appliances,Americas,G59,Appliance Miniature PCB Relays,94513.0,35742.84,19561.896,95.9,2.0,2.125472
2015,3,7,28,Appliances,Americas,J35,Power Triple Lock,650200.0,24343.76,18193.707,93.1,0.75,2.1414477
2015,4,12,50,Appliances,Americas,J35,Power Triple Lock,985500.0,30770.19,18306.96,92.6,1.0,2.4436874
2015,1,2,7,Appliances,Americas,212,Open Barrel Rings & Spades,5447795.0,121366.22,18332.079,95.4,0.75,1.9819969
2018,4,10,42,Appliances,Americas,J35,Power Triple Lock,1766116.0,42258.02,20687.278,98.6,2.75,2.414988
2017,2,4,14,Appliances,Americas,518,AMP Univ. and Power Double Lock,771940.0,16899.36,19148.194,97.0,1.5,2.25217
2016,4,12,50,Appliances,Americas,518,AMP Univ. and Power Double Lock,2612121.0,37110.3,18775.459,98.2,1.25,2.594944
2018,4,10,40,Appliances,Americas,G31,VAL-U-LOK,1220675.0,30661.46,20687.278,98.6,2.75,2.414988
2017,1,1,3,Appliances,Americas,J35,Power Triple Lock,1287179.0,51594.91,19894.75,98.5,1.25,2.661562
2018,3,7,27,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,13114946.0,524920.83,20470.197,97.9,2.5,2.519634
2016,2,5,18,Appliances,Americas,Z27,Relay T92,12180.0,25329.0,18425.306,94.7,1.0,2.5711572
2019,4,11,47,Appliances,Americas,Z27,Relay T92,13680.0,33958.94,21531.839,96.8,2.25,2.768217
2019,4,10,40,Appliances,Americas,Z27,Relay T92,39360.0,81590.76,21531.839,95.5,2.25,2.733341
2019,3,9,39,Appliances,Americas,G59,Appliance Miniature PCB Relays,118531.0,21407.99,21272.448,93.2,2.5,2.606767
2015,3,8,32,Appliances,Americas,766,DW-ES/Auto Splice Seal,1361078.8,41895.34,18193.707,91.9,0.75,2.1802398
2015,4,12,49,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,16636644.0,651666.81,18306.96,92.6,1.0,2.4436874
2018,2,4,16,Appliances,Americas,G31,VAL-U-LOK,1562001.0,52517.83,20155.486,98.8,2.25,2.493423
2017,4,12,52,Appliances,Americas,J35,Power Triple Lock,2411810.0,118877.1,19561.896,95.9,2.0,2.125472
2016,4,10,40,Appliances,Americas,J35,Power Triple Lock,1080700.0,28982.7,18775.459,87.2,1.0,2.5095184
2019,1,1,3,Appliances,Americas,518,AMP Univ. and Power Double Lock,2174385.0,29162.07,21706.532,91.2,3.0,2.385533
2017,4,12,49,Appliances,Americas,100,Economy Power,2256587.0,40999.37,19561.896,95.9,2.0,2.125472
