fiscal_year_historical,fiscal_quarter_historical,fiscal_month_historical,fiscal_week_historical,business_unit_group_name,company_region_name_level_1,product_line_code,product_line_name,sales_quantity,sales_amount
2020,3,7,30,Appliances,EMEA,104,MTA 100 & CSTII 100,569425.000,23942.08
2020,1,3,13,Appliances,EMEA,326,FASTIN-FASTON,758500.000,47159.01
2017,4,11,44,Appliances,EMEA,405,RAST 2.5 Connectors,5213752.000,259996.89
2015,3,9,38,Appliances,EMEA,607,DW-All Other Dual Wall,147402.000,90475.90
2018,3,7,29,Appliances,EMEA,239,MICRO MATE-N-LOK,914671.000,53114.38
2018,1,3,10,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,215800.000,17245.56
2018,3,8,33,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,1142200.000,104326.80
2017,2,6,23,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,628400.000,29854.00
2015,2,4,16,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,539300.000,62902.37
2018,1,3,12,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,1078100.000,96435.11
2016,1,3,12,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,943700.000,73205.89
2015,4,12,50,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,443700.000,31349.43
2017,1,1,1,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,160300.000,6913.56
2016,1,1,4,Appliances,EMEA,N05,Timer - Terminals,1020250.000,41261.47
2019,4,12,49,Appliances,EMEA,607,DW-All Other Dual Wall,65960.000,80967.41
2016,3,9,38,Appliances,EMEA,N02,MQS - Connectors,190980.000,20066.74
2016,2,4,17,Appliances,EMEA,607,DW-All Other Dual Wall,143134.000,62279.70
2016,1,2,6,Appliances,EMEA,405,RAST 2.5 Connectors,6525744.000,335458.53
2018,4,11,48,Appliances,EMEA,607,DW-All Other Dual Wall,127295.000,87450.92
2015,2,5,18,Appliances,EMEA,344,Hermetic Cluster Blocks,862500.000,34489.72
2015,1,1,3,Appliances,EMEA,G60,Relay RT-Series,42625.000,27822.93
2018,2,4,17,Appliances,EMEA,G60,Relay RT-Series,23775.000,15937.20
2016,2,5,18,Appliances,EMEA,G60,Relay RT-Series,48075.000,32925.47
2019,4,10,41,Appliances,EMEA,G60,Relay RT-Series,9000.000,4970.66
2016,1,3,12,Appliances,EMEA,G60,Relay RT-Series,10000.000,5847.84
2018,3,7,29,Appliances,EMEA,326,FASTIN-FASTON,2621500.000,136774.60
2015,2,5,19,Appliances,EMEA,394,RAST 5 Connectors,2859864.000,268895.88
2016,2,4,16,Appliances,EMEA,326,FASTIN-FASTON,4724000.000,194663.55
2017,4,10,40,Appliances,EMEA,JJ4,RAST 5 non-IDC,914850.000,62954.36
2015,2,6,24,Appliances,EMEA,327,Positive Lock,1226700.000,37245.51
2018,3,9,37,Appliances,EMEA,217,Ultra-Fast,397100.000,31524.83
2015,4,10,41,Appliances,EMEA,JJ4,RAST 5 non-IDC,741060.000,60098.24
2017,2,6,25,Appliances,EMEA,217,Ultra-Fast,779200.000,42496.73
2020,4,12,51,Appliances,EMEA,G60,Relay RT-Series,48075.000,31676.99
2022,4,12,50,Appliances,EMEA,G60,Relay RT-Series,16000.000,7774.83
2018,2,6,25,Appliances,EMEA,104,MTA 100 & CSTII 100,661250.000,35413.66
2016,1,1,1,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,2235798.000,126012.53
2018,2,6,26,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,10521670.000,337083.50
2018,2,4,14,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,5495900.000,306922.71
2016,4,12,53,Appliances,EMEA,N05,Timer - Terminals,1722700.000,68767.00
2018,3,8,33,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,3857355.000,251518.74
2018,2,4,15,Appliances,EMEA,104,MTA 100 & CSTII 100,3291500.000,90377.19
2019,2,4,14,Appliances,EMEA,344,Hermetic Cluster Blocks,1746800.000,46388.37
2015,1,1,1,Appliances,EMEA,N02,MQS - Connectors,9400.000,1080.20
2019,4,11,46,Appliances,EMEA,217,Ultra-Fast,213800.000,23446.51
2015,3,7,29,Appliances,EMEA,N02,MQS - Connectors,137800.000,14044.23
2016,2,6,24,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,6669980.000,262919.66
2017,1,3,12,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,4200387.000,266067.25
2019,2,4,14,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,5170690.000,302410.42
2015,1,3,10,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,2745757.000,120714.93
2018,2,6,26,Appliances,EMEA,N05,Timer - Terminals,1218250.000,33799.12
2017,1,2,6,Appliances,EMEA,G60,Relay RT-Series,63150.000,37858.68
2022,4,12,49,Appliances,EMEA,A07,Faston Power Relays,164506.000,169818.33
2018,3,8,34,Appliances,EMEA,Z24,Relay RZ-Series,335775.000,145386.20
2016,3,7,30,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,6469483.000,228385.59
2015,4,12,52,Appliances,EMEA,N05,Timer - Terminals,1524550.000,63317.11
2016,3,7,28,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,1197665.000,114432.59
2019,2,6,24,Appliances,EMEA,239,MICRO MATE-N-LOK,478878.000,48912.21
2016,1,3,10,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,3312985.000,142310.50
2015,3,7,28,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,648330.000,62783.79
2022,3,9,39,Appliances,EMEA,686,Single Wall Fluoropolymers HP,19860.000,27389.80
2022,3,7,30,Appliances,EMEA,327,Positive Lock,1805500.000,63729.01
2022,3,7,27,Appliances,EMEA,405,RAST 2.5 Connectors,6007753.000,331634.92
2022,3,7,29,Appliances,EMEA,405,RAST 2.5 Connectors,5734536.000,281645.35
2022,4,12,52,Appliances,EMEA,N05,Timer - Terminals,571700.000,27132.11
2022,1,2,8,Appliances,EMEA,239,MICRO MATE-N-LOK,1008089.000,131024.29
2020,3,9,36,Appliances,EMEA,394,RAST 5 Connectors,3279240.000,273557.87
2020,4,12,51,Appliances,EMEA,224,MAG-MATE,5134500.000,99839.78
2020,2,4,15,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,6425000.000,143777.35
2020,1,1,3,Appliances,EMEA,217,Ultra-Fast,190900.000,17188.23
2020,2,4,14,Appliances,EMEA,326,FASTIN-FASTON,265200.000,16844.21
2018,4,11,48,Appliances,EMEA,G59,Appliance Miniature PCB Relays,531000.000,140913.30
2019,4,10,43,Appliances,EMEA,JJ4,RAST 5 non-IDC,1465620.000,98274.17
2016,3,9,37,Appliances,EMEA,JJ4,RAST 5 non-IDC,2178140.000,113398.78
2018,4,10,41,Appliances,EMEA,G59,Appliance Miniature PCB Relays,242000.000,58912.71
2016,4,12,51,Appliances,EMEA,104,MTA 100 & CSTII 100,425900.000,44486.52
2015,1,3,11,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,240400.000,23494.94
2018,3,9,38,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,1532700.000,123010.12
2018,2,5,19,Appliances,EMEA,239,MICRO MATE-N-LOK,1025704.000,55783.59
2015,4,12,51,Appliances,EMEA,239,MICRO MATE-N-LOK,289923.000,37198.18
2022,4,12,50,Appliances,EMEA,607,DW-All Other Dual Wall,51319.000,62698.37
2020,1,1,1,Appliances,EMEA,607,DW-All Other Dual Wall,62678.000,89193.77
2020,3,8,35,Appliances,EMEA,607,DW-All Other Dual Wall,78044.000,46149.99
2020,2,5,19,Appliances,EMEA,686,Single Wall Fluoropolymers HP,54123.000,47754.17
2020,1,2,5,Appliances,EMEA,G59,Appliance Miniature PCB Relays,68000.000,24229.75
2020,2,5,20,Appliances,EMEA,JJ4,RAST 5 non-IDC,625380.000,65995.68
2021,4,10,43,Appliances,EMEA,N02,MQS - Connectors,208608.000,13970.58
2016,4,11,44,Appliances,EMEA,217,Ultra-Fast,204800.000,13404.82
2016,1,2,7,Appliances,EMEA,224,MAG-MATE,3244996.000,105277.53
2018,1,2,5,Appliances,EMEA,G59,Appliance Miniature PCB Relays,225730.000,67530.17
2017,4,12,52,Appliances,EMEA,715,Polyolefins ETC,251010.001,75975.18
2019,3,9,39,Appliances,EMEA,224,MAG-MATE,4495500.000,119059.73
2019,1,2,5,Appliances,EMEA,607,DW-All Other Dual Wall,43247.000,57998.27
2018,4,11,45,Appliances,EMEA,344,Hermetic Cluster Blocks,211000.000,7348.38
2019,2,4,17,Appliances,EMEA,239,MICRO MATE-N-LOK,833742.000,62162.04
2021,3,7,28,Appliances,EMEA,N05,Timer - Terminals,1361800.000,57432.49
2022,1,2,9,Appliances,EMEA,344,Hermetic Cluster Blocks,2887400.000,103702.02
2022,4,12,53,Appliances,EMEA,JJ4,RAST 5 non-IDC,1926980.000,155989.96
2021,3,9,36,Appliances,EMEA,394,RAST 5 Connectors,4593196.000,360192.28
2021,4,10,41,Appliances,EMEA,394,RAST 5 Connectors,5202972.000,399612.16
2021,3,8,35,Appliances,EMEA,239,MICRO MATE-N-LOK,268277.000,67541.29
2022,2,4,15,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,4030100.000,379831.11
2022,1,3,10,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,7134700.000,411032.72
2022,4,11,46,Appliances,EMEA,327,Positive Lock,3270100.000,99775.75
2022,3,7,30,Appliances,EMEA,N02,MQS - Connectors,533091.000,43615.96
2021,4,10,43,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,339800.000,22485.66
2020,1,2,7,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,4004210.000,243772.14
2021,3,8,32,Appliances,EMEA,Z24,Relay RZ-Series,404275.000,164454.29
2021,3,8,31,Appliances,EMEA,224,MAG-MATE,6902190.000,160967.21
2021,4,11,47,Appliances,EMEA,715,Polyolefins ETC,242919.000,73040.97
2020,2,5,19,Appliances,EMEA,394,RAST 5 Connectors,5193066.000,463739.32
2020,1,1,4,Appliances,EMEA,217,Ultra-Fast,258400.000,15665.59
2020,1,2,9,Appliances,EMEA,326,FASTIN-FASTON,737180.000,39769.21
2020,1,3,10,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,941350.000,97675.89
2020,2,4,15,Appliances,EMEA,217,Ultra-Fast,128000.000,7262.77
2020,1,1,2,Appliances,EMEA,327,Positive Lock,3846700.000,89073.13
2020,2,5,22,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,1089500.000,69473.42
2020,1,3,13,Appliances,EMEA,405,RAST 2.5 Connectors,2730600.000,135533.77
2020,1,3,13,Appliances,EMEA,N02,MQS - Connectors,232700.000,20078.42
2020,2,5,22,Appliances,EMEA,327,Positive Lock,2879800.000,79492.41
2019,2,4,17,Appliances,EMEA,394,RAST 5 Connectors,3827035.000,343292.49
2015,2,4,15,Appliances,EMEA,394,RAST 5 Connectors,3255004.000,271913.56
2018,2,6,24,Appliances,EMEA,715,Polyolefins ETC,413145.000,111245.21
2018,1,1,3,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,5976200.000,146709.24
2018,2,6,25,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,10363800.000,195179.75
2016,2,5,22,Appliances,EMEA,JJ4,RAST 5 non-IDC,1313130.000,79460.92
2018,3,7,27,Appliances,EMEA,326,FASTIN-FASTON,1178450.000,62728.60
2015,3,8,31,Appliances,EMEA,394,RAST 5 Connectors,2878800.000,240725.65
2016,2,5,19,Appliances,EMEA,327,Positive Lock,1944000.000,49287.18
2015,3,7,27,Appliances,EMEA,327,Positive Lock,1269550.000,39390.46
2018,1,3,10,Appliances,EMEA,326,FASTIN-FASTON,2717900.000,115330.47
2017,2,5,19,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,9117000.000,193204.84
2019,3,9,37,Appliances,EMEA,394,RAST 5 Connectors,3271296.000,248038.40
2017,1,2,6,Appliances,EMEA,327,Positive Lock,2332900.000,52967.93
2017,1,3,10,Appliances,EMEA,217,Ultra-Fast,593200.000,43489.31
2018,3,8,35,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,9747000.000,177436.18
2018,3,8,34,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,751400.000,45405.11
2019,3,9,37,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,488100.000,39568.92
2017,4,10,42,Appliances,EMEA,607,DW-All Other Dual Wall,58193.000,64197.56
2016,1,2,8,Appliances,EMEA,607,DW-All Other Dual Wall,26143.000,34390.84
2016,1,3,11,Appliances,EMEA,405,RAST 2.5 Connectors,5179032.000,283339.15
2016,3,7,29,Appliances,EMEA,217,Ultra-Fast,597100.000,39991.85
2022,3,7,27,Appliances,EMEA,326,FASTIN-FASTON,3122700.000,179203.18
2021,2,6,23,Appliances,EMEA,239,MICRO MATE-N-LOK,828018.000,74554.32
2022,1,3,11,Appliances,EMEA,N02,MQS - Connectors,207300.000,19443.21
2022,2,4,17,Appliances,EMEA,Z24,Relay RZ-Series,585175.000,227800.87
2021,2,6,25,Appliances,EMEA,Z34,Relay Special up to 8A,292380.000,72549.75
2020,2,4,15,Appliances,EMEA,A07,Faston Power Relays,89788.000,101106.67
2021,3,8,31,Appliances,EMEA,686,Single Wall Fluoropolymers HP,28210.000,30314.74
2019,3,8,34,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,1069700.000,52602.35
2016,4,11,46,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,1468900.000,81141.34
2019,3,8,35,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,421800.000,34790.59
2016,2,4,16,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,2005800.000,216077.27
2017,1,3,11,Appliances,EMEA,405,RAST 2.5 Connectors,8649528.000,439703.56
2016,2,6,26,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,725000.000,61000.17
2016,2,6,25,Appliances,EMEA,239,MICRO MATE-N-LOK,516839.000,38354.85
2016,4,10,41,Appliances,EMEA,N05,Timer - Terminals,1138800.000,38507.95
2018,1,2,6,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,435800.000,26727.92
2018,4,11,47,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,488300.000,29649.75
2015,4,10,41,Appliances,EMEA,607,DW-All Other Dual Wall,80113.000,51405.76
2018,2,5,18,Appliances,EMEA,239,MICRO MATE-N-LOK,602157.000,60100.52
2017,1,3,12,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,1183750.000,102179.79
2017,4,10,42,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,4826445.000,260081.55
2018,1,2,6,Appliances,EMEA,239,MICRO MATE-N-LOK,750246.000,58209.42
2016,4,11,45,Appliances,EMEA,344,Hermetic Cluster Blocks,2878500.000,45970.04
2018,4,11,48,Appliances,EMEA,405,RAST 2.5 Connectors,5023920.000,255729.37
2017,4,12,51,Appliances,EMEA,405,RAST 2.5 Connectors,5222759.000,242371.22
2015,2,6,26,Appliances,EMEA,N05,Timer - Terminals,1532350.000,62135.14
2016,1,2,6,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,654049.000,60757.86
2017,2,5,21,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,1029220.000,91108.70
2016,2,6,26,Appliances,EMEA,239,MICRO MATE-N-LOK,236293.000,48769.07
2015,3,7,30,Appliances,EMEA,N05,Timer - Terminals,689700.000,31884.94
2016,3,8,31,Appliances,EMEA,686,Single Wall Fluoropolymers HP,218811.600,13085.17
2019,3,9,38,Appliances,EMEA,686,Single Wall Fluoropolymers HP,46887.000,44399.34
2019,2,5,19,Appliances,EMEA,Z34,Relay Special up to 8A,5250.000,1714.15
2019,1,2,5,Appliances,EMEA,Z34,Relay Special up to 8A,31770.000,8591.94
2015,3,9,37,Appliances,EMEA,Z34,Relay Special up to 8A,95310.000,22700.22
2015,2,5,21,Appliances,EMEA,686,Single Wall Fluoropolymers HP,13387.880,13858.26
2015,2,6,23,Appliances,EMEA,715,Polyolefins ETC,232417.503,76521.65
2017,3,9,39,Appliances,EMEA,686,Single Wall Fluoropolymers HP,6943.000,25089.55
2017,2,6,26,Appliances,EMEA,Z34,Relay Special up to 8A,158190.000,40036.84
2015,4,12,49,Appliances,EMEA,Z24,Relay RZ-Series,360325.000,175157.74
2016,2,5,18,Appliances,EMEA,Z34,Relay Special up to 8A,212130.000,53100.95
2016,2,5,21,Appliances,EMEA,686,Single Wall Fluoropolymers HP,11792.400,19427.55
2018,1,1,1,Appliances,EMEA,686,Single Wall Fluoropolymers HP,556139.000,25821.52
2016,4,12,52,Appliances,EMEA,715,Polyolefins ETC,203048.783,98927.20
2015,2,6,26,Appliances,EMEA,224,MAG-MATE,8312936.000,188378.51
2017,3,9,38,Appliances,EMEA,686,Single Wall Fluoropolymers HP,89993.000,62570.94
2016,4,10,43,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,2059807.000,134732.71
2016,1,2,5,Appliances,EMEA,G60,Relay RT-Series,182150.000,112734.17
2019,3,7,27,Appliances,EMEA,G60,Relay RT-Series,24975.000,22012.24
2017,4,11,44,Appliances,EMEA,217,Ultra-Fast,149900.000,14156.80
2015,3,7,30,Appliances,EMEA,224,MAG-MATE,4304000.000,106056.30
2018,4,11,46,Appliances,EMEA,224,MAG-MATE,5249000.000,140723.70
2019,3,7,28,Appliances,EMEA,686,Single Wall Fluoropolymers HP,8244.800,8946.41
2015,2,4,14,Appliances,EMEA,G60,Relay RT-Series,22950.000,19944.18
2015,3,8,33,Appliances,EMEA,A07,Faston Power Relays,108258.000,111967.56
2016,2,5,18,Appliances,EMEA,A07,Faston Power Relays,243492.000,213248.79
2018,4,11,47,Appliances,EMEA,A07,Faston Power Relays,86144.000,110089.54
2019,4,10,43,Appliances,EMEA,A07,Faston Power Relays,47512.000,52466.67
2018,3,7,27,Appliances,EMEA,G59,Appliance Miniature PCB Relays,68000.000,21309.80
2019,2,4,16,Appliances,EMEA,686,Single Wall Fluoropolymers HP,2012286.000,69731.70
2018,4,12,52,Appliances,EMEA,A07,Faston Power Relays,140442.000,135667.25
2018,2,5,18,Appliances,EMEA,A07,Faston Power Relays,170144.000,181791.20
2019,1,3,11,Appliances,EMEA,JK1,RAST Machines,1.000,1522875.00
2019,4,10,42,Appliances,EMEA,A07,Faston Power Relays,67178.000,53167.21
2022,3,7,27,Appliances,EMEA,N05,Timer - Terminals,328250.000,13087.47
2022,1,2,9,Appliances,EMEA,G59,Appliance Miniature PCB Relays,131000.000,39897.82
2022,4,12,51,Appliances,EMEA,239,MICRO MATE-N-LOK,559016.000,55586.66
2020,4,10,43,Appliances,EMEA,326,FASTIN-FASTON,1101500.000,53600.55
2020,2,6,23,Appliances,EMEA,607,DW-All Other Dual Wall,46785.000,67206.47
2020,4,10,43,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,244700.000,38284.57
2020,2,6,26,Appliances,EMEA,A07,Faston Power Relays,33885.000,34900.96
2021,1,3,10,Appliances,EMEA,607,DW-All Other Dual Wall,37895.000,51920.53
2016,4,12,52,Appliances,EMEA,394,RAST 5 Connectors,3951388.000,318573.73
2016,1,3,10,Appliances,EMEA,394,RAST 5 Connectors,6541536.000,521698.34
2017,1,2,8,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,4715322.000,132296.66
2015,1,1,1,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,7086500.000,134516.82
2019,1,1,4,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,8019000.000,193218.38
2019,1,1,1,Appliances,EMEA,327,Positive Lock,2884500.000,62473.95
2017,2,5,21,Appliances,EMEA,327,Positive Lock,1524750.000,34762.44
2017,1,1,4,Appliances,EMEA,JJ4,RAST 5 non-IDC,618750.000,60637.30
2019,2,6,23,Appliances,EMEA,327,Positive Lock,4512500.000,102325.17
2017,1,2,7,Appliances,EMEA,JJ4,RAST 5 non-IDC,2212690.000,92077.94
2019,2,5,21,Appliances,EMEA,104,MTA 100 & CSTII 100,239900.000,12777.49
2017,3,8,33,Appliances,EMEA,344,Hermetic Cluster Blocks,2494600.000,59518.47
2017,3,8,35,Appliances,EMEA,N02,MQS - Connectors,1058900.000,86262.41
2018,4,12,50,Appliances,EMEA,607,DW-All Other Dual Wall,71741.000,65655.41
2016,2,6,25,Appliances,EMEA,JK1,RAST Machines,1.000,664.19
2015,2,4,17,Appliances,EMEA,217,Ultra-Fast,492800.000,32976.33
2019,1,3,13,Appliances,EMEA,Z24,Relay RZ-Series,184500.000,83345.13
2015,3,9,36,Appliances,EMEA,405,RAST 2.5 Connectors,6098216.000,329343.29
2017,1,1,3,Appliances,EMEA,715,Polyolefins ETC,260969.800,94261.57
2017,4,11,48,Appliances,EMEA,G59,Appliance Miniature PCB Relays,118425.000,37958.91
2019,2,6,23,Appliances,EMEA,715,Polyolefins ETC,443629.000,108741.55
2015,4,10,43,Appliances,EMEA,224,MAG-MATE,7198000.000,176261.22
2016,2,4,15,Appliances,EMEA,686,Single Wall Fluoropolymers HP,1033044.480,68961.33
2015,4,10,40,Appliances,EMEA,686,Single Wall Fluoropolymers HP,2312291.000,69628.01
2019,4,10,41,Appliances,EMEA,104,MTA 100 & CSTII 100,585900.000,37074.79
2018,3,7,27,Appliances,EMEA,104,MTA 100 & CSTII 100,401900.000,26826.15
2017,1,3,11,Appliances,EMEA,104,MTA 100 & CSTII 100,408000.000,31388.40
2016,2,4,16,Appliances,EMEA,686,Single Wall Fluoropolymers HP,2018714.080,51006.52
2019,1,3,11,Appliances,EMEA,686,Single Wall Fluoropolymers HP,26368.000,45776.36
2015,3,9,38,Appliances,EMEA,Z34,Relay Special up to 8A,146760.000,41466.31
2016,1,1,4,Appliances,EMEA,224,MAG-MATE,7284312.000,152333.29
2019,3,8,33,Appliances,EMEA,224,MAG-MATE,5067372.000,122023.82
2021,4,11,47,Appliances,EMEA,G60,Relay RT-Series,55100.000,27140.10
2022,3,8,34,Appliances,EMEA,405,RAST 2.5 Connectors,5210808.000,243927.52
2020,4,11,45,Appliances,EMEA,JJ4,RAST 5 non-IDC,1641930.000,130541.40
2020,2,5,19,Appliances,EMEA,405,RAST 2.5 Connectors,6079360.000,276443.16
2021,1,3,10,Appliances,EMEA,JK1,RAST Machines,1.000,657.88
2022,4,12,51,Appliances,EMEA,394,RAST 5 Connectors,2827596.000,194868.69
2018,3,9,37,Appliances,EMEA,N02,MQS - Connectors,416203.000,35757.40
2015,3,7,29,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,5377793.000,186075.40
2018,3,8,32,Appliances,EMEA,217,Ultra-Fast,382600.000,31666.18
2019,2,6,26,Appliances,EMEA,344,Hermetic Cluster Blocks,6037000.000,116601.13
2015,3,7,30,Appliances,EMEA,G59,Appliance Miniature PCB Relays,153040.000,32933.64
2019,3,8,31,Appliances,EMEA,686,Single Wall Fluoropolymers HP,887318.000,39811.93
2017,2,5,22,Appliances,EMEA,686,Single Wall Fluoropolymers HP,17693.000,34931.74
2019,1,2,5,Appliances,EMEA,344,Hermetic Cluster Blocks,1168000.000,23719.17
2018,2,6,23,Appliances,EMEA,344,Hermetic Cluster Blocks,2085000.000,48728.36
2019,3,8,33,Appliances,EMEA,686,Single Wall Fluoropolymers HP,144085.000,25439.63
2015,3,9,38,Appliances,EMEA,A07,Faston Power Relays,78680.000,79570.08
2016,2,4,14,Appliances,EMEA,A07,Faston Power Relays,20046.000,34395.86
2019,3,7,30,Appliances,EMEA,A07,Faston Power Relays,86078.000,76920.38
2018,3,9,37,Appliances,EMEA,Z34,Relay Special up to 8A,307590.000,72166.58
2015,1,2,8,Appliances,EMEA,Z24,Relay RZ-Series,235920.000,120831.73
2022,4,12,49,Appliances,EMEA,326,FASTIN-FASTON,1624200.000,93155.97
2022,3,8,33,Appliances,EMEA,715,Polyolefins ETC,122145.000,54157.11
2021,3,7,29,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,6588100.000,155205.79
2021,2,6,25,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,472900.000,43954.18
2021,1,1,2,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,527300.000,34474.83
2021,4,10,41,Appliances,EMEA,344,Hermetic Cluster Blocks,2415400.000,58176.44
2021,3,7,28,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,7333000.000,144066.25
2021,3,9,38,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,6165000.000,169120.07
2021,2,4,17,Appliances,EMEA,327,Positive Lock,2880500.000,65616.53
2021,4,10,42,Appliances,EMEA,217,Ultra-Fast,238500.000,21352.64
2017,4,12,52,Appliances,EMEA,239,MICRO MATE-N-LOK,882285.000,97145.84
2015,1,2,6,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,4318375.000,177056.55
2016,3,9,37,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,3902755.000,255431.20
2019,4,12,50,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,1317700.000,82057.37
2015,2,5,19,Appliances,EMEA,N05,Timer - Terminals,956900.000,29267.58
2019,1,2,6,Appliances,EMEA,239,MICRO MATE-N-LOK,539052.000,87615.19
